Source,Target,Interaction
JUN,SYK,?
JUN,TGFB1,+
JUN,TIMP2,?
JUN,TNF,+
JUN,TP53,-
JUN,TP73,?
JUN,TPR,?
JUN,UGT2A1,+
JUN,VCAM1,+
JUN,VDRA,+
JUN,VEGFD,?
JUN,WEE1-B,?
JUNB,CCND1,-
JUNB,CD82,+
JUNB,CDKN1A,?
JUNB,CLU,?
JUNB,CTSK,+
JUNB,ERBB4,+
JUNB,FOXP3,+
JUNB,IL1B,?
JUNB,KAG9263052.1,?
JUNB,MMP2,?
JUNB,MYL9,+
JUNB,PTGS2,+
JUNB,SERPINE1,+
JUND,BCL6,+
JUND,CCND1,+
JUND,CCR4,+
JUND,CDKN1A,?
JUND,CLU,?
JUND,ERBB2,?
JUND,F3,?
JUND,FGFBP1,?
JUND,GADD45G,+
JUND,ITGAV,-
JUND,ITGB3,-
JUND,JUN,?
JUND,MMP2,?
JUND,MYB,+
JUND,NOS2,+
JUND,NTS,?
JUND,PTGS2,+
JUND,SOX11-B,+
JUND,TGFB1,?
KAG9259909.1,ABCA1,-
KAG9259909.1,ABCB11,+
KAG9259909.1,ABCG2,+
KAG9259909.1,ADORA1,+
KAG9259909.1,ADORA2A,?
KAG9259909.1,AGT,?
KAG9259909.1,AKT1,-
KAG9259909.1,ALOX5,-
KAG9259909.1,ALOX5AP,?
KAG9259909.1,AMH,+
KAG9259909.1,BCL2,+
KAG9259909.1,BCL2L11,-
KAG9259909.1,BGN,+
KAG9259909.1,BHMT,-
KAG9259909.1,BMP2,+
KAG9259909.1,BRCA2,+
KAG9259909.1,BTG1,?
KAG9259909.1,CARM1,?
KAG9259909.1,CASP3,?
KAG9259909.1,CCK,?
KAG9259909.1,CCL11,+
KAG9259909.1,CCL13,+
KAG9259909.1,CCL19,?
KAG9259909.1,CCL20,+
KAG9259909.1,CCNB2,+
KAG9259909.1,CCND1,+
KAG9259909.1,CCND2,+
KAG9259909.1,CCR4,?
KAG9259909.1,CCR5,?
KAG9259909.1,CCR7,+
KAG9259909.1,CD38,?
KAG9259909.1,CD40,+
KAG9259909.1,CDK4,+
KAG9259909.1,CDKN1A,+
KAG9259909.1,CFLAR,+
KAG9259909.1,CFTR,+
KAG9259909.1,CRHR1,+
KAG9259909.1,CSMD3,?
KAG9259909.1,CSNK2A1,?
KAG9259909.1,CTSB,+
KAG9259909.1,CXCL8,+
KAG9259909.1,CXCR1,+
KAG9259909.1,CYP19A1,-
KAG9259909.1,CYP27B1,?
KAG9259909.1,CYP3A30,?
KAG9259909.1,EBI3,+
KAG9259909.1,EDN1,?
KAG9259909.1,ERBB4,+
KAG9259909.1,EGR1,-
KAG9259909.1,ELF3,?
KAG9259909.1,EPAS1,+
KAG9259909.1,ERAP1,?
KAG9259909.1,ERAP2,?
KAG9259909.1,F3,?
KAG9259909.1,F8,?
KAG9259909.1,FAF1,+
KAG9259909.1,FASLG,+
KAG9259909.1,FBP1,?
KAG9259909.1,FGF7,?
KAG9259909.1,FGF8A,+
KAG9259909.1,FLT4,+
KAG9259909.1,FOXP3,+
KAG9259909.1,GADD45G,?
KAG9259909.1,GATA3,+
KAG9259909.1,GFAP,+
KAG9259909.1,GRIN1,?
KAG9259909.1,GSK3B,?
KAG9259909.1,GSTM3,+
KAG9259909.1,GTF2B,+
KAG9259909.1,HBEGF,+
KAG9259909.1,HDAC1,?
KAG9259909.1,HES1-A,?
KAG9259909.1,HIF1A,?
KAG9259909.1,HSD11B2,+
KAG9259909.1,IL10,+
KAG9259909.1,IL12B,+
KAG9259909.1,IL1B,+
KAG9259909.1,IRF1,+
KAG9259909.1,IRF3,+
KAG9259909.1,IRF4,+
KAG9259909.1,ITA,+
KAG9259909.1,ITGAX,?
KAG9259909.1,JUNB,+
KAG9259909.1,KAG9260490.1,-
KAG9259909.1,KAG9261548.1,+
KAG9259909.1,KAG9269893.1,+
KAG9259909.1,KAG9272026.1,+
KAG9259909.1,KAG9274471.1,?
KAG9259909.1,KAG9277111.1,+
KAG9259909.1,KDM2A,?
KAG9259909.1,LPL,+
KAG9259909.1,LTC4S,-
KAG9259909.1,MAT2A,+
KAG9259909.1,MGMT,?
KAG9259909.1,MIF,?
KAG9259909.1,MMP13,+
KAG9259909.1,MMP24,+
KAG9259909.1,MMP2,+
KAG9259909.1,MMP9,+
KAG9259909.1,MYCB,+
KAG9259909.1,NAMPT,+
KAG9259909.1,NCAM2,+
KAG9259909.1,NCOR1,?
KAG9259909.1,NCOR2,?
KAG9259909.1,NFKBIA,+
KAG9259909.1,NOS1,+
KAG9259909.1,NOS2,+
KAG9259909.1,NOX5,+
KAG9259909.1,NRF1,?
KAG9259909.1,OLFM4,?
KAG9259909.1,OPTN,+
KAG9259909.1,PDK3,-
KAG9259909.1,PLAU,+
KAG9259909.1,PPARA,?
KAG9259909.1,PPARD,-
KAG9259909.1,PPIG,?
KAG9259909.1,PROX1,+
KAG9259909.1,PSMB9,?
KAG9259909.1,PTAFR,+
KAG9259909.1,PTEN,+
KAG9259909.1,PTGES,+
KAG9259909.1,PTGFR,?
KAG9259909.1,PTGS2,+
KAG9259909.1,PTHLH,+
KAG9259909.1,PTPN6,?
KAG9259909.1,RGS4,+
KAG9259909.1,RIPK2,+
KAG9259909.1,SERPINB1,+
KAG9259909.1,SERPINE1,+
KAG9259909.1,SLC9A2,?
KAG9259909.1,SOCS3,?
KAG9259909.1,STAT3,?
KAG9259909.1,STAT4,?
KAG9259909.1,STK39,+
KAG9259909.1,TACSTD1,-
KAG9259909.1,TAP1,?
KAG9259909.1,TBP,+
KAG9259909.1,TF2,+
KAG9259909.1,THBD,-
KAG9259909.1,TLR2-2,+
KAG9259909.1,TLR3,+
KAG9259909.1,TLR9,?
KAG9259909.1,TNF,+
KAG9259909.1,TNFAIP3,+
KAG9259909.1,TNFRSF23,+
KAG9259909.1,TNFRSF9,?
KAG9259909.1,TNFSF10,+
KAG9259909.1,TNFSF14,?
KAG9259909.1,TP53,?
KAG9259909.1,TRAF2,+
KAG9259909.1,TRPC1,?
KAG9259909.1,UPP1,+
KAG9259909.1,VCAM1,+
KAG9259909.1,VEGFD,+
KAG9259909.1,VWF,?
KAG9259909.1,XIAP,+
KAG9259909.1,YY1,-
KAG9260490.1,ATF4,-
KAG9260490.1,KAG9260855.1,?
KAG9260855.1,ACTBA,+
KAG9260855.1,AHR,?
KAG9260855.1,ANGPTL2,?
KAG9260855.1,ANGPTL4,+
KAG9260855.1,BGLAP,?
KAG9260855.1,CCND2,+
KAG9260855.1,CDKN1A,+
KAG9260855.1,CDKN2B,+
KAG9260855.1,CGBA,?
KAG9260855.1,CLDN4,-
KAG9260855.1,CYP17A1,-
KAG9260855.1,CYP7A1,-
KAG9260855.1,ENPP1,?
KAG9260855.1,EPO,?
KAG9260855.1,FOXA2,?
KAG9260855.1,FOXP3,+
KAG9260855.1,FSTA,+
KAG9260855.1,FSTL3,?
KAG9260855.1,GADD45B,?
KAG9260855.1,GLI2,?
KAG9260855.1,JUN,?
KAG9260855.1,KAG9266355.1,-
KAG9260855.1,KAG9267963.1,+
KAG9260855.1,KAG9269893.1,?
KAG9260855.1,MMP9,-
KAG9260855.1,MXD1,?
KAG9260855.1,MYCB,?
KAG9260855.1,POR,?
KAG9260855.1,PPARG,?
KAG9260855.1,PTHLH,+
KAG9260855.1,RIF1,-
KAG9260855.1,SERPINE1,+
KAG9260855.1,TAGLN,+
KAG9260855.1,CNN3,+
KAG9260855.1,TGFB1,-
KAG9260855.1,TNFSF13B,+
KAG9260855.1,VDRA,+
KAG9261813.1,CASP3,+
KAG9261813.1,CCND1,+
KAG9261813.1,CCNE1,+
KAG9261813.1,CTNNB1,-
KAG9261813.1,DLL4,?
KAG9261813.1,DTX1,?
KAG9261813.1,GATA2,+
KAG9261813.1,HEY1,+
KAG9261813.1,HEY2,?
KAG9261813.1,NFKB1,+
KAG9261813.1,NRARPA,+
KAG9261813.1,PAX7,+
KAG9261813.1,RBPJ,+
KAG9261813.1,SMARCC1,+
KAG9261813.1,SPI1,+
KAG9262427.1,FASLG,?
KAG9263052.1,AHR,?
KAG9263052.1,BCL2,?
KAG9263052.1,BGLAP,?
KAG9263052.1,CDKN1A,+
KAG9263052.1,CDKN2B,?
KAG9263052.1,EPO,?
KAG9263052.1,FSTL3,?
KAG9263052.1,GLI1,?
KAG9263052.1,JUN,?
KAG9263052.1,KAG9266355.1,?
KAG9263052.1,KAG9267963.1,+
KAG9263052.1,MYCB,?
KAG9263052.1,POR,?
KAG9263052.1,CBFA2T2,+
KAG9263052.1,SERPINE1,+
KAG9263052.1,SKIL,?
KAG9263052.1,TGFB1,?
KAG9263644.1,BCL2,-
KAG9263644.1,CASP3,+
KAG9263709.1,ABCG2,?
KAG9263709.1,BMPR1B,+
KAG9263746.1,CGA,?
KAG9263746.1,DKK1,-
KAG9263746.1,ETS2,?
KAG9263746.1,FGF3,?
KAG9263746.1,HEY1,+
KAG9263746.1,KAG9268219.1,+
KAG9263746.1,KAG9278989.1,+
KAG9263746.1,PAX3-A,-
KAG9263746.1,IHHB,?
KAG9263746.1,SHHA,?
KAG9263746.1,STRA8,+
KAG9263746.1,TAGLN,-
KAG9263746.1,CNN3,-
KAG9263746.1,ZHX2,?
KAG9265489.1,MYOG,-
KAG9266355.1,CDK1,-
KAG9266355.1,CDKN1A,-
KAG9266355.1,CDKN2B,-
KAG9266355.1,KRT19,-
KAG9266355.1,MET,+
KAG9266355.1,MYCB,+
KAG9266355.1,TGFB1,+
KAG9266355.1,TGFBR1,-
KAG9268140.1,CYP11A1,?
KAG9269893.1,CLDN4,-
KAG9269893.1,CLDN5,-
KAG9269893.1,CTNNB1,-
KAG9269893.1,HBEGF,+
KAG9269893.1,KAG9269893.1,?
KAG9269893.1,KAG9276453.1,+
KAG9269893.1,KITA,?
KAG9269893.1,MMP24,+
KAG9269893.1,MMP2,+
KAG9269893.1,NR5A2,?
KAG9269893.1,PEBP1,-
KAG9269893.1,PTGS2,-
KAG9269893.1,THBD,-
KAG9269893.1,THBS1,-
KAG9269893.1,TJP1,-
KAG9269893.1,VDRA,-
KAG9263709.1,BMP2,+
KAG9263709.1,CXCL8,?
KAG9263709.1,HEY1,?
KAG9263709.1,HHEX,+
KAG9263709.1,ID3,+
KAG9263709.1,KAG9266355.1,+
KAG9263709.1,TBX20,+
KAG9263709.1,TLX3,?
KAG9263709.1,TNFRSF11B,?
KAG9266355.1,CDK4,?
KAG9266355.1,MAP3K7,?
KAG9274369.1,BCL2,+
KAG9274369.1,SLC5A1,-
KAG9275156.1,GLI2,+
KAG9276453.1,CCND1,?
KAG9276472.1,POU3F2,+
KAG9276480.1,CCND1,?
KAG9276480.1,CXCL11.6,?
KAG9276480.1,NFKB1,-
KAG9276480.1,NFKB2,?
KAG9276480.1,NOS1,?
KAG9276480.1,TNFAIP3,+
KAG9276949.1,MTOR,+
KAG9277415.1,CDKN1A,-
KAG9278600.1,CTNNB1,?
KAG9278600.1,MAO,?
KAG9278600.1,SNAI2,-
KAG9278600.1,UCP2,-
KAG9278989.1,APOD,-
KAG9278989.1,ASPH,?
KAG9278989.1,HES1-A,-
KAG9280174.1,CDKN2D,+
KAG9280174.1,DKK1,-
KAG9280174.1,DLC,?
KAG9280174.1,DLL4,+
KAG9280174.1,IGF2,-
KAG9280174.1,PDGFRA,+
KAG9280174.1,PHOX2A,+
KAG9280174.1,RND3,+
KAG9280174.1,TPH,-
KAG9280174.1,TPH2,+
KAG9282298.1,SP1,+
KAT2B,CDK2,-
KAT2B,CDKN1A,+
KAT2B,CLOCK,?
KAT2B,CYP1B1,?
KAT2B,IRF3,-
KAT2B,KAG9263052.1,+
KAT2B,KAG9276453.1,?
KAT2B,TP73,?
KAT2B,YY1,?
KAT2B,ZEB1,-
KAT5,GMPS,-
KAT5,STAT3,-
KCNIP3,SLC8A1,-
KDM2A,SOX2,?
KDM4B,CCNA1,?
KDM4B,CCND1,?
KDM4B,ESR1,?
KDM4B,WEE1-B,?
KEAP1B,NFE2L2,-
KHDRBS1,ECE1,-
KHDRBS1,IGF2,+
KLF11,INS,+
KLF11,PDX1,?
KLF15,ANTXR1,-
KLF15,CLCNKB,?
KLF15,LRP5,+
KLF15,RHO,-
KLF2,CCR4,+
KLF2,CCR5,+
KLF2,CCR7,?
KLF2,CDKN1A,+
KLF2,PPARG,-
KLF2,THBD,+
KLF2,WEE1-B,-
KLF3,ACTBA,?
KLF3,HBB2,?
KLF3,CKM,+
KLF4,AGRP,+
KLF4,ALPL,+
KLF4,ATF3,+
KLF4,BDKRB2,+
KLF4,CCNB2,-
KLF4,CCND1,+
KLF4,CCND2,+
KLF4,CDH5,+
KLF4,CDKN1A,+
KLF4,CDKN2B,+
KLF4,GPA33,+
KLF4,KAG9280087.1,+
KLF4,IL1B,-
KLF4,KRT19,+
KLF4,LAMA1,+
KLF4,LAMA3,+
KLF4,LEFTY2,+
KLF4,LXN,-
KLF4,MMP2,+
KLF4,ODC1,-
KLF4,PFKP,+
KLF4,PPARG,-
KLF4,PTGS2,?
KLF4,RARA,-
KLF4,RELN,+
KLF4,RNF12-B,+
KLF4,SERPINE1,-
KLF4,SOD1,-
KLF4,TAGLN,?
KLF4,CNN3,?
KLF4,THBD,+
KLF4,TP53,+
KLF4,VDRA,-
KLF4,ZNF750,?
KLF5,CCNB2,+
KLF5,CCND1,+
KLF5,CDKN2B,?
KLF5,FASN,+
KLF5,FGFBP1,+
KLF5,FOXO1B,?
KLF5,HIF1A,+
KLF5,ITGB2,+
KLF5,KAG9261813.1,+
KLF5,MMP9,+
KLF5,MYH11,?
KLF7,NTRK1,+
LBX1,PAX3-A,-
LBX1,SATB2,?
LDB1,ARX,?
LDB1,BMP7,?
LDB1,KAG9280168.1,?
LDB1,LHX6,?
LEF1,CCND1,?
LEF1,CD28,?
LEF1,CDX4,?
LEF1,CEBPA,?
LEF1,COL11A1,+
LEF1,CTNNB1,+
LEF1,CYLD,-
LEF1,DKK1,?
LEF1,ESR1,?
LEF1,HERC2,?
LEF1,MITF,+
LEF1,MMP13,+
LEF1,MYCB,?
LEF1,MYCBP,+
LEF1,NCAM2,?
LEF1,NRCAM,+
LEF1,NT5E,?
LEF1,PRL,?
LEF1,PTGS2,+
LEF1,RAG2,?
LEF1,SNAI2,?
LEF1,TCF4,?
LEF1,ZBTB16A,?
LHX1A,ISL1,?
LHX1A,LHX1A,?
LHX1A,LHX6,?
LHX1A,PAX7,?
LHX1A,PI15A,?
LHX2,CGA,+
LHX2,PRL,+
LHX2,TSHB,+
LHX3,CGA,+
LHX3,CGBA,+
LHX4,APP,?
LHX6,LHX1A,?
LHX6,PAX7,?
LIMD1,HIF1A,-
LMO2,ELK1,?
LMO2,FGF2,+
LMO2,LEF1,-
LMO2,NFATC1,+
LMO2,ZEB1,-
LMO3,HES1-A,-
LMO3,KAG9280174.1,+
LMO4,BMP7,+
LMO4,ESR1,?
LMO4,KAG9269420.1,-
LMO4,MTA1,?
LMX1B,FGF8A,?
LMX1B,NPHS2,+
LMX1B,PAX2A,-
LMX1B,TPH2,?
MAF,CCND2,+
MAF,CRYAB,?
MAF,MAF,+
MAF,MMP13,+
MAF,PDX1,+
MAFAA,INS,?
MAFAA,PC,+
MAFB,CCND2,?
MAFB,HOXA3A,?
MAFB,NRF1,?
MAFK,NQO1,+
MAFK,NRF1,?
MAL,MMP9,?
MAL,MYL9,?
MAML1,EGR1,+
MAML1,HEY1,-
MAP3K7,NFKB1,+
MAX,AGL,?
MAX,ARNTL,?
MAX,BYSL,?
MAX,CCDC43,?
MAX,CCNQ,?
MAX,DAP,?
MAX,GABRA6,?
MAX,KAG9261185.1,?
MAX,KAG9266607.1,?
MAX,KAG9266996.1,?
MAX,KAG9267646.1,?
MAX,KAG9268806.1,?
MAX,TUBB4B,?
MAX,KAG9272964.1,?
MAX,KAG9279099.1,?
MAX,KAG9282523.1,?
MAX,MAX,?
MAX,MESD,?
MAX,MRPL13,?
MAX,MRPS11,?
MAX,NHP2,?
MAX,RNF7,?
MAX,SAR1B,?
MAX,SRPRB,?
MAX,SSR4,?
MAX,ST13,?
MAX,TAF11,?
MAX,UBE2V1,?
MAX,UTP11,?
MBD2,ADGRB1,?
MBD2,ALOX5,?
MBD2,CHD5,?
MBD2,DAPK1,?
MBD2,GSTM3,-
MBD2,MSH2,?
MBD2,MYOG,?
MCM6,CD40,+
MED1,AURKA-A,+
MED1,VDRA,?
MED23,EGR2B,+
MED23,TXNIP,?
MEF2C,ADCY9,?
MEF2C,ASNA1,?
MEF2C,EP400,?
MEF2C,GSK3B,?
MEF2C,JUN,+
MEF2C,KAG9264110.1,?
MEF2C,TUBA,?
MEF2C,LONRF2,?
MEF2C,MAP4K4,?
MEF2C,MAPK7,+
MEF2C,MEF2C,?
MEF2C,NOVA1,?
MEF2C,NR4A1,?
MEF2C,NR5A2,?
MEF2C,NRF1,+
MEF2C,PLD1,?
MEF2C,PPP2R5B,?
MEF2C,SLC2A1,+
MEF2C,SOST,-
MEF2C,STAT5B,?
MEF2C,TENM4,?
MEF2C,TLE3B,?
MEF2C,TRAK1,?
MEF2B,BCL6,?
MEF2D,ATF3,+
MEF2D,ATM,?
MEF2D,JUN,+
MEF2D,SOST,-
MEIS2,ABCF2,?
MEIS2,ATL2,?
MEIS2,BMPR1B,?
MEIS2,CHD,?
MEIS2,GALNT1,?
MEIS2,GPC6,?
MEIS2,GPC5,?
MEIS2,HDLBP,?
MEIS2,IMPA2,?
MEIS2,ITGA7,?
MEIS2,ITGA9,?
MEIS2,KAG9259931.1,?
MEIS2,KAG9266355.1,?
MEIS2,KAG9268614.1,?
MEIS2,LAMC1,?
MEIS2,LHX6,?
MEIS2,MEIS2,?
MEIS2,RDX,?
MEIS2,NCBP1,?
MEIS2,NEBL,?
MEIS2,NOS1AP,?
MEIS2,STK39,?
MEIS2,PI15A,?
MEIS2,PPP1CB,?
MEIS2,PPP2R2A,?
MEIS2,PRKX,?
MEIS2,PTBP3,?
MEIS2,QKI-B,?
MEIS2,RAC2,?
MEIS2,RPS6KB2,?
MEIS2,SOX3,?
MEIS2,TARBP2,?
MEIS2,TFDP1,?
MEIS2,UPF1,?
MEIS2,WNT1,?
MEIS2,WNT6,?
MEIS2,CDKN2B,+
MEIS2,EGR2B,?
MEIS2,PAX6A,+
MEIS2,TGFBR2,?
MITF,ABCG2,?
MITF,ACP5,+
MITF,AREL1,?
MITF,KAG9263595.1,?
MITF,BEST1,+
MITF,BMPR1B,?
MITF,CD40,+
MITF,CDK2,?
MITF,CTSK,+
MITF,DKK3,-
MITF,EPHB2,?
MITF,FGF19,-
MITF,FOS,+
MITF,GPR143,+
MITF,HERC2,?
MITF,HIF1A,+
MITF,HOXB4A,?
MITF,ITGA4,+
MITF,KAG9262047.1,?
MITF,KAG9264332.1,?
MITF,KAG9265195.1,?
MITF,KITA,+
MITF,MC1R,?
MITF,MET,?
MITF,MLANA,?
MITF,MPHOSPH10,?
MITF,NOS1AP,?
MITF,NR2E3,?
MITF,OSTM1,+
MITF,PAX6A,+
MITF,PMEL,?
MITF,PPP2R2A,?
MITF,PRKCBB,?
MITF,QNR-71,+
MITF,RBM19,?
MITF,SERPINF1,+
MITF,SLC2A2,+
MITF,TRPM3,+
MITF,TXNIP,-
MITF,TYR,+
MITF,TYRP1,+
MITF,UBE2O,?
MLLT10,CDKN1A,-
MLLT3,CDKN1A,-
MLX,ACLY,?
MLX,CHD5,?
MLX,CLCN5,?
MLX,GABARAP,?
MLX,RNF7,?
MLX,SLC9A5,?
MLX,STX5,?
MLXIPL,ACACB,?
MLXIPL,GCK,-
MLXIPL,GPAM,+
MLXIPL,INS,+
MLXIPL,SCD5,+
MLXIPL,MSTNB,?
MLXIPL,PDX1,-
MLXIPL,PKM,?
MLXIPL,TXNIP,?
MMP9,JUN,?
MSXD,ABCG2,?
MSXD,BCL2,-
MSXD,BGLAP,-
MSXD,NKX3-1,+
MSXD,SOD1,+
MTA1,BCAS3,+
MTA1,ERBB4,+
MTA1,EPHA2,-
MTA1,ESR1,-
MTA1,HDAC1,?
MTA1,KAG9266355.1,-
MTA1,KAG9269893.1,+
MTA1,MMP9,?
MTA1,MTA3,-
MTA1,MYCB,?
MTA1,NOS2,+
MTA1,PTEN,-
MTA1,SNAI2,+
MTA2,FSHR,-
MTA3,CGBB,-
MTA3,KAG9269893.1,-
MTF1,ACO1,?
MTF1,DNMT1,?
MTF1,KAG9281366.1,?
MTF1,MCAT,+
MTF1,SELENOW,-
MTF1,SLC39A10,-
MTF1,SOD1,+
MTF2,IHHB,-
MTF2,SHHA,-
MXD1,ODC1,?
MXD1,PTEN,-
MXD4,ODC1,?
MXI1,MYCB,-
MYB,ANPEP,+
MYB,BCL2,+
MYB,CCNA1,+
MYB,CDO1,+
MYB,CEBPA,?
MYB,CSF3R,-
MYB,ERBB2,?
MYB,GATA3,?
MYB,GSTM3,+
MYB,HRH1,?
MYB,IGFBP5,+
MYB,KAG9263644.1,?
MYB,KITA,+
MYB,LCK,+
MYB,LMO2,+
MYB,MAT2A,+
MYB,MCPT4,?
MYB,MYB,?
MYB,MYCB,+
MYB,PDCD4,?
MYB,PTGS2,+
MYB,RAG2,?
MYB,SP3,?
MYB,WAS,?
MYBL1,NCL,?
MYBL2,ADRA2B,+
MYBL2,ANP32A,?
MYBL2,ATP6V0B,?
MYBL2,CAP1,?
MYBL2,CCNA1,?
MYBL2,CCND1,?
MYBL2,CHMP2A,?
MYBL2,CLIC4,?
MYBL2,CNTNAP2,?
MYBL2,CS,?
MYBL2,DPF3,?
MYBL2,DUSP7,?
MYBL2,EDC3,?
MYBL2,GRK3,?
MYBL2,IGFBP5,+
MYBL2,KAG9269284.1,?
MYBL2,KAG9274534.1,?
MYBL2,KAG9283030.1,?
MYBL2,MAPKAPK2,?
MYBL2,MINDY3,?
MYBL2,MYBL2,?
MYBL2,MYCB,+
MYBL2,NCL,?
MYBL2,NVL,?
MYBL2,PBK,?
MYBL2,PPP1CB,?
MYBL2,PPP2CB,?
MYBL2,RAB40C,?
MYBL2,RAC2,?
MYBL2,RHOA,?
MYBL2,SIAH2L,?
MYBL2,SNAP25B,?
MYBL2,SP1,?
MYBL2,STX1B,?
MYBL2,UBE2D2,?
MYBL2,YWHAE,?
MYBL2,ZNF622,?
MYCB,ASS1,+
MYCB,ATF3,?
MYCB,BAG2,?
MYCB,BCL2,?
MYCB,CAD,?
MYCB,CBFB,?
MYCB,CCNA1,?
MYCB,CCNB2,?
MYCB,CCND1,-
MYCB,CCND2,+
MYCB,CCNE1,+
MYCB,CD38,+
MYCB,UBE2R2,+
MYCB,CDCA7,?
MYCB,CDK2,?
MYCB,CDK4,+
MYCB,CDKN1A,+
MYCB,CEBPA,-
MYCB,CFLAR,-
MYCB,CREBBP,?
MYCB,CYP3A30,?
MYCB,DDX18,?
MYCB,DKK1,-
MYCB,EBNA1BP2,+
MYCB,EP300,?
MYCB,FASLG,+
MYCB,FMR1-A,?
MYCB,GATA2,-
MYCB,GATA4,+
MYCB,H2-L,+
MYCB,HDAC1,+
MYCB,HNRNPA1,+
MYCB,HSPA4,?
MYCB,ID2,?
MYCB,IGF2BP1,+
MYCB,IPO7,+
MYCB,JUNB,-
MYCB,KAG9261548.1,+
MYCB,LDHA,+
MYCB,MAPK1,?
MYCB,MME,+
MYCB,NDRG3,-
MYCB,ODC1,+
MYCB,PCNA,?
MYCB,PGK1,?
MYCB,PRDX3,+
MYCB,PRODH,-
MYCB,PTBP3,+
MYCB,RCC1,?
MYCB,SART3,?
MYCB,SFRP1,-
MYCB,SIGLEC1,-
MYCB,ST3GAL1,+
MYCB,ST3GAL3,+
MYCB,SURF1,+
MYCB,SURF2,+
MYCB,TFAM,?
MYCB,TFAP4,+
MYCB,TLX1,?
MYCB,TNFRSF23,+
MYCB,TP53,+
MYCB,TP73,+
MYCB,WRN,+
MYEF2,MYL2,?
MYF-5,DES,+
MYF-5,MYF6,+
MYF-5,MYOD1,+
MYF-5,MYOG,+
MYF-5,TP73,+
MYF6,ACACB,?
MYF6,DES,+
MYF6,MYOG,+
MYF6,RECK,+
MYF6,TP73,+
MYOCD,ACTBA,+
MYOD1,ACACB,+
MYOD1,ACTBA,+
MYOD1,ATP6V1E1,?
MYOD1,ATP9A,?
MYOD1,BARX2,?
MYOD1,BMP7,?
MYOD1,CCND1,?
MYOD1,CDH15,?
MYOD1,CDON,?
MYOD1,CKM,+
MYOD1,DCX,?
MYOD1,DES,+
MYOD1,HBEGF,+
MYOD1,ITGA7,+
MYOD1,MAF,+
MYOD1,MYF-5,-
MYOD1,MYF6,+
MYOD1,MYL1,+
MYOD1,MYL2,?
MYOD1,MYL6,?
MYOD1,MYOG,+
MYOD1,RECK,-
MYOD1,SELENOW,+
MYOD1,SLC9A2,?
MYOD1,SMARCA2,?
MYOD1,TP73,+
MYOD1,ZBTB18,?
MYOG,ACACB,?
MYOG,AT2,+
MYOG,BARX2,?
MYOG,DES,+
MYOG,ITGA7,+
MYOG,MYEF2,+
MYOG,MYF6,+
MYOG,MYL1,+
MYOG,MYOD1,+
MYOG,PAX7,-
MYOG,TP73,+
NAB2,CGBB,-
NAB2,EGR2B,-
NAB2,MSLNL,?
NAB2,BCAR1,+
NAB2,RBL2,+
NCOA1,CDKN1A,+
NCOA1,EPO,+
NCOA3,BCL2,+
NCOA3,CLOCK,?
NCOA3,EPO,+
NCOA3,ERBB2,?
NCOA3,KLF4,+
NCOA3,PPARG,+
NCOA3,TBX3,+
NCOA6,CYP2G1,?
NCOA6,CYP3A30,?
NCOA6,FOS,+
NCOR1,ESR1,-
NCOR1,IGFBP3,-
NCOR1,KAG9280168.1,?
NCOR1,PPARG,-
NCOR1,SNAI2,-
NCOR2,KAG9280168.1,?
NCOR2,NR1I2,?
NEUROD1,INS,?
NEUROD1,PAX6A,+
NEUROD1,PDX1,?
NEUROD1,ST18,?
NEUROD6,PLPPR4,?
NEUROG1,NEUROD1,?
NEUROG1,UNCX,+
NEUROG3,INSM1A,+
NEUROG3,NEUROD1,+
NF1,DDB1,?
NF1,DDB2,?
NF1,FOS,+
NF1,HSD11B2,?
NF1,MSH2,?
NF1,MYCB,+
NF1,SP3,?
NF1,TP53,+
NFAT5,BCL2,-
NFAT5,CCL11,-
NFAT5,CYP3A30,?
NFAT5,TNF,?
NFAT5,VEGFC,+
NFATC1,EGR3,?
NFATC1,SP1,-
NFATC2,EGR3,?
NFATC2,ENPP2,?
NFATC2,FOXP3,+
NFATC3,B3GAT1,-
NFATC3,CTSD,+
NFE2L1,CDK11A,?
NFE2L2,ABCC2,?
NFE2L2,BCL2,+
NFE2L2,CD36,+
NFE2L2,CYP2G1,+
NFE2L2,GCLC,+
NFE2L2,IL10,+
NFE2L2,KEAP1B,+
NFE2L2,MCM7-B,?
NFE2L2,MDM2,+
NFE2L2,MGST1,?
NFE2L2,NFE2L2,?
NFE2L2,NFKB1,-
NFE2L2,NQO1,+
NFE2L2,PPARG,+
NFE2L2,PRDX1,+
NFE2L2,PTGDS,+
NFE2L2,SLC40A1,+
NFE2L2,SRXN1,+
NFE2L2,TGFB1,-
NFE2L2,TXNIP,-
NFE2L2,UGT1A5,+
NFIA,CDKN1A,-
NFIL3,IL1B,-
NFIL3,PTGS2,?
NFIL3,TNFSF10,-
NFIL3,VWF,?
NFKB1,ADORA2A,-
NFKB1,AGT,?
NFKB1,ALOX5,?
NFKB1,BANP,+
NFKB1,BCL2,+
NFKB1,BMP2,+
NFKB1,BMPR2,?
NFKB1,BTK,+
NFKB1,CCL20,+
NFKB1,CCND1,+
NFKB1,CD38,?
NFKB1,CD40,+
NFKB1,CDK4,+
NFKB1,CEBPA,?
NFKB1,CFLAR,+
NFKB1,CPI17,?
NFKB1,CTNNB1,?
