Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,Symbol
ACT87E,NP_477091.1,XP_007238991.1,ACTA1A
ACT87E,NP_477091.1,XP_007252999.1,ACTC2
ACT87E,NP_477091.1,XP_007248613.1,ACTA1B
ACT87E,NP_477091.1,XP_015463524.1,ACTC1B
ACT87E,NP_477091.1,XP_022535157.1,LOC103039206
ACT87E,NP_477091.1,XP_022539577.1,ACTE1
ACT88F,NP_524367.1,XP_007247883.1,ACTB2
ACT88F,NP_524367.1,XP_007260329.1,ACTB1
ACT88F,NP_524367.1,XP_022520514.1,ACTA2
ACT88F,NP_524367.1,XP_007235317.1,ACTC1A
ACT88F,NP_524367.1,XP_007252999.1,ACTC2
ACT88F,NP_524367.1,XP_007238991.1,ACTA1A
ACT88F,NP_524367.1,XP_007248613.1,ACTA1B
ACT88F,NP_524367.1,XP_015463524.1,ACTC1B
ACT88F,NP_524367.1,XP_022535157.1,LOC103039206
ACT88F,NP_524367.1,XP_022539577.1,ACTE1
ADAR,NP_001245474.1,XP_049341253.1,ADARB1B
ADAR,NP_001245474.1,XP_022535911.1,ADARB1B
ADAR,NP_001245474.1,XP_022535910.1,ADARB1B
ADAR,NP_001245474.1,XP_049327129.1,ADARB1A
ADAR,NP_001245474.1,XP_007228989.2,ADARB1A
ADAR,NP_001245474.1,XP_022521071.1,ADARB1A
ADAR,NP_001245474.1,XP_022521070.1,ADARB1A
ADGF-A,NP_524130.1,XP_007228411.3,ADA2A
ADGF-A,NP_524130.1,XP_022539506.2,ADA2A
ADK2,NP_648624.1,XP_022540387.1,ADKA
ADK2,NP_648624.1,XP_022521756.1,ADKB
ADK2,NP_648624.1,XP_022521757.1,ADKB
ADK2,NP_648624.1,XP_022540389.1,ADKA
AFT,NP_477413.1,XP_007260296.3,CMTR2
ALDH,NP_609285.1,XP_022541281.1,LOC103036383
ALDH-III,NP_610285.5,XP_022524625.2,ALDH3A1
ALDH-III,NP_610285.5,XP_049322743.1,ALDH3A1
ALDH-III,NP_610285.5,XP_022531853.2,ALDH3A2B
ALDH-III,NP_610285.5,XP_007246059.3,ALDH3A2A
ALIX,NP_651582.1,XP_007245726.2,LOC103031070
ALIX,NP_651582.1,XP_007245725.2,LOC103031070
ALK,NP_652600.1,XP_049319381.1,LTK
ALPH,NP_651701.1,XP_007235711.2,PPM1BB
ALPH,NP_651701.1,XP_007255830.2,PPM1BA
ALPH,NP_651701.1,XP_022540680.1,PPM1BA
ALPH,NP_651701.1,XP_022540681.1,PPM1BA
ALPH,NP_651701.1,XP_007255831.2,PPM1BA
ALPH,NP_651701.1,XP_007235710.3,PPM1BB
ALPH,NP_651701.1,XP_049337235.1,PPM1BA
ALPHA-CAT,NP_524219.1,XP_049328267.1,CTNNA2
ALPHA-CAT,NP_524219.1,XP_049328268.1,CTNNA2
ALPHACOP,NP_477395.1,XP_007234429.2,COPA
ALPHA-SPEC,NP_476739.1,XP_049322581.1,SPTAN1
ALPHA-SPEC,NP_476739.1,XP_049322580.1,SPTAN1
ALPHA-SPEC,NP_476739.1,XP_049322577.1,SPTAN1
ALPHA-SPEC,NP_476739.1,XP_049322578.1,SPTAN1
ALPHA-SPEC,NP_476739.1,XP_049322575.1,SPTAN1
ALPHA-SPEC,NP_476739.1,XP_049322579.1,SPTAN1
ALPHA-SPEC,NP_476739.1,XP_049322576.1,SPTAN1
ALPHA-SPEC,NP_476739.1,XP_049322571.1,SPTAN1
ALPHA-SPEC,NP_476739.1,XP_049322574.1,SPTAN1
ALPHA-SPEC,NP_476739.1,XP_049322573.1,SPTAN1
ALPHA-SPEC,NP_476739.1,XP_007233972.3,SPTAN1
ALPHA-SPEC,NP_476739.1,XP_007233973.3,SPTAN1
ALPHA-SPEC,NP_476739.1,XP_022532194.2,SPTAN1
ALPHATUB84B,NP_476772.1,XP_022532807.1,TUBA1A
ALPHATUB84B,NP_476772.1,XP_022538156.1,LOC103046666
ALPHATUB84B,NP_476772.1,XP_022538155.1,LOC111195381
ALPHATUB84B,NP_476772.1,XP_049342330.1,LOC111194075
ALPHATUB84B,NP_476772.1,XP_007244243.1,LOC103034569
ALPHATUB84B,NP_476772.1,XP_022538157.2,LOC111195382
ALPHATUB84B,NP_476772.1,XP_007235803.2,LOC103037973
ALPHATUB84B,NP_476772.1,XP_049342328.1,LOC103037973
ALPHATUB84B,NP_476772.1,XP_022531090.1,LOC103034236
ALPHATUB84B,NP_476772.1,XP_007259997.2,LOC103038315
ALPHATUB84B,NP_476772.1,XP_015456352.1,TUBA5
ALPHATUB84B,NP_476772.1,XP_007259998.3,LOC103038315
ALPHATUB84B,NP_476772.1,XP_049325672.1,LOC125785677
ALPHATUB84B,NP_476772.1,XP_007234880.2,TUBA8L2
ALPHATUB84B,NP_476772.1,XP_049342023.1,TUBA5
ALPHATUB84B,NP_476772.1,XP_007259999.2,LOC103038928
AMON,NP_477318.1,XP_007238598.2,PCSK2
ANCE,NP_477046.1,XP_022525063.2,ACE
AOP,NP_722766.1,XP_007239065.2,ETV6
AOP,NP_722766.1,XP_007239064.2,ETV6
AOP,NP_722766.1,XP_007239063.2,ETV6
AOP,NP_722766.1,XP_007239062.2,ETV6
AP,NP_001163058.1,XP_049342205.1,LHX2B
AP,NP_001163058.1,XP_007229184.1,LHX2B
AP-1GAMMA,NP_788891.2,XP_022525811.1,AP1G1
AP-1SIGMA,NP_651198.1,XP_007237542.1,LOC103030203
AP-1SIGMA,NP_651198.1,XP_007237545.1,LOC103030203
AP-1SIGMA,NP_651198.1,XP_007237544.1,LOC103030203
AP-1SIGMA,NP_651198.1,XP_007237547.1,LOC103030203
AP-1SIGMA,NP_651198.1,XP_007237546.1,LOC103030203
AP-1SIGMA,NP_651198.1,XP_007237539.3,LOC103030203
AP-1SIGMA,NP_651198.1,XP_049342377.1,LOC103030203
AP-1SIGMA,NP_651198.1,XP_007237541.3,LOC103030203
AP-1SIGMA,NP_651198.1,XP_049342379.1,LOC103030203
AP-1SIGMA,NP_651198.1,XP_049342378.1,LOC103030203
AP-1SIGMA,NP_651198.1,XP_022534071.1,AP1S1
AP-1SIGMA,NP_651198.1,XP_022534072.1,AP1S1
APH-1,NP_608710.1,XP_007241959.2,APH1B
APH-1,NP_608710.1,XP_022521280.1,ZGC:114200
APP,NP_001137936.1,XP_022540516.2,ZDHHC14
APP,NP_001137936.1,XP_007255490.3,ZDHHC14
APPL,NP_001245450.1,XP_049325220.1,APPA
APPL,NP_001245450.1,XP_007227940.2,APPB
APPL,NP_001245450.1,XP_007227938.2,APPB
APRT,NP_476637.1,XP_022520847.1,APRT
APS,NP_648421.1,XP_022531274.1,NUDT3B
APS,NP_648421.1,XP_007250622.2,NUDT4A
APS,NP_648421.1,XP_007233746.1,NUDT4B
APS,NP_648421.1,XP_007250621.2,NUDT4A
ARG,NP_524875.1,XP_022524862.2,ARG1
ARG,NP_524875.1,XP_007247583.3,ARG2
ARI-1,NP_523399.1,XP_049321767.1,ARIH1L
ARI-1,NP_523399.1,XP_007249229.2,ARIH1
ARI-2,NP_477374.1,XP_049341572.1,ARIH2
ARI-2,NP_477374.1,XP_049341573.1,ARIH2
ARM,NP_476666.1,XP_015461595.3,CTNNB1
ARM,NP_476666.1,XP_007245655.1,LOC103034575
ARM,NP_476666.1,XP_049336339.1,CTNNB1
ARM,NP_476666.1,XP_049336340.1,CTNNB1
ARM,NP_476666.1,XP_015461596.3,CTNNB1
ARR,NP_524737.2,XP_049339875.1,LRP5
ARS2,NP_001260719.1,XP_049321171.1,SRRT
ARS2,NP_001260719.1,XP_022519945.2,SRRT
ART4,NP_649963.1,XP_049323668.1,CARM1
ART4,NP_649963.1,XP_049323667.1,CARM1
ARU,NP_722663.1,XP_049330172.1,EPS8A
ARU,NP_722663.1,XP_049330169.1,EPS8A
ARU,NP_722663.1,XP_049330168.1,EPS8A
ARU,NP_722663.1,XP_049330167.1,EPS8A
ARU,NP_722663.1,XP_049330165.1,EPS8A
ARU,NP_722663.1,XP_049330170.1,EPS8A
ARU,NP_722663.1,XP_049330166.1,EPS8A
ARU,NP_722663.1,XP_049330173.1,EPS8A
ARU,NP_722663.1,XP_049330171.1,EPS8A
ASH2,NP_788735.1,XP_022536591.1,ASH2L
ASH2,NP_788735.1,XP_022536592.1,ASH2L
ASH2,NP_788735.1,XP_022536590.1,ASH2L
ASPH,NP_001246357.1,XP_022533929.2,UNM_HU7910
ASPP,NP_001261122.1,XP_049338159.1,PPP1R13BB
ATE1,NP_477394.3,XP_022540735.2,LOC103027203
ATE1,NP_477394.3,XP_022540736.2,LOC103027203
ATE1,NP_477394.3,XP_022540734.2,LOC103027203
ATE1,NP_477394.3,XP_022540733.2,LOC103027203
ATE1,NP_477394.3,XP_049337127.1,LOC103027203
ATF-2,NP_001033973.1,XP_007254302.3,ATF7B
ATG1,NP_648601.1,XP_007246057.2,ULK2
ATG1,NP_648601.1,XP_007246058.2,ULK2
ATG1,NP_648601.1,XP_007246109.3,ULK1B
ATG1,NP_648601.1,XP_049322350.1,ULK1B
ATG1,NP_648601.1,XP_049322349.1,ULK1B
ATG1,NP_648601.1,XP_049341864.1,ULK1A
ATG1,NP_648601.1,XP_007246107.3,ULK1B
ATG1,NP_648601.1,XP_007246106.3,ULK1B
ATG1,NP_648601.1,XP_049322348.1,ULK1B
ATG1,NP_648601.1,XP_007246108.3,ULK1B
ATG1,NP_648601.1,XP_049322351.1,ULK1B
ATG2,NP_647748.1,XP_049319842.1,ATG2B
ATG2,NP_647748.1,XP_049319841.1,ATG2B
ATG2,NP_647748.1,XP_022539276.2,ATG2A
ATG5,NP_572390.1,XP_022534810.1,ATG5
ATG5,NP_572390.1,XP_022534809.1,ATG5
ATG6,NP_651209.1,XP_049320578.1,BECN1
ATG6,NP_651209.1,XP_049320579.1,BECN1
ATG6,NP_651209.1,XP_049320580.1,BECN1
ATG8A,NP_727447.1,XP_015458704.1,GABARAPB
ATG8A,NP_727447.1,XP_049340097.1,LOC103044705
ATG9,NP_001261023.1,XP_049336441.1,ATG9B
ATG9,NP_001261023.1,XP_022530968.1,ATG9A
ATL,NP_651274.1,XP_049327003.1,LOC103043737
ATL,NP_651274.1,XP_022520846.2,LOC103043737
ATL,NP_651274.1,XP_007240423.3,ATL2
ATL,NP_651274.1,XP_007248589.1,ATL1
ATMS,NP_649493.1,XP_007234011.1,PAF1
ATPALPHA,NP_732572.1,XP_049336677.1,ATP1A3B
ATPALPHA,NP_732572.1,XP_007253156.2,ATP1A3A
ATPALPHA,NP_732572.1,XP_022536277.2,ATP1A1B
ATPALPHA,NP_732572.1,XP_049325214.1,LOC103026980
ATPALPHA,NP_732572.1,XP_022530668.1,LOC103044221
ATPCL,NP_725514.2,XP_007256318.3,ACLYA
ATPCL,NP_725514.2,XP_049320397.1,LOC103023371
ATPCL,NP_725514.2,XP_049320396.1,LOC103023371
ATPCL,NP_725514.2,XP_049320395.1,LOC103023371
ATPCL,NP_725514.2,XP_049320392.1,LOC103023371
ATPCL,NP_725514.2,XP_049320393.1,LOC103023371
ATU,NP_524240.1,XP_049339348.1,LEO1
AUX,NP_649438.1,XP_049326829.1,GAK
AUX,NP_649438.1,XP_049326830.1,GAK
AWH,NP_001261379.1,XP_049334848.1,LHX8A
AWH,NP_001261379.1,XP_022534335.2,LHX8A
AWH,NP_001261379.1,XP_022534334.2,LHX8A
AWH,NP_001261379.1,XP_022536682.2,LHX6A
AWH,NP_001261379.1,XP_022536681.2,LHX6A
AWH,NP_001261379.1,XP_015459916.3,LHX6B
AWH,NP_001261379.1,XP_049324513.1,LHX6A
B,NP_476788.1,XP_022532784.1,CSAD
B52,NP_788671.2,XP_007251446.2,SRSF6B
B52,NP_788671.2,XP_007247648.1,SRSF5A
BABO,NP_476999.1,XP_007233450.3,TGFBR1B
BABO,NP_476999.1,XP_022532618.2,ACVR1BA
BAF,NP_609176.1,XP_022531908.1,BANF1
BAI,NP_651323.3,XP_007259925.1,TMED10
BAZ,NP_001285364.1,XP_049334916.1,PARD3AB
BAZ,NP_001285364.1,XP_049334915.1,PARD3AB
BCHS,NP_608968.2,XP_022520535.2,WDFY3
BCHS,NP_608968.2,XP_022520537.2,WDFY3
BCHS,NP_608968.2,XP_022520534.2,WDFY3
BCHS,NP_608968.2,XP_022520533.2,WDFY3
BCHS,NP_608968.2,XP_022520536.2,WDFY3
BEG,NP_648950.1,XP_007232343.3,MCAT
BEG,NP_648950.1,XP_022526961.2,MCAT
BEL,NP_536783.1,XP_007244294.2,DDX3XB
BEL,NP_536783.1,XP_007244293.2,DDX3XB
BEL,NP_536783.1,XP_007244292.2,DDX3XB
BEL,NP_536783.1,XP_007244291.2,DDX3XB
BEL,NP_536783.1,XP_007244290.2,DDX3XB
BEL,NP_536783.1,XP_015460022.2,DDX3XB
BEL,NP_536783.1,XP_007244289.2,DDX3XB
BEL,NP_536783.1,XP_007244288.2,DDX3XB
BEL,NP_536783.1,XP_007244287.2,DDX3XB
BEL,NP_536783.1,XP_007244286.2,DDX3XB
BEL,NP_536783.1,XP_049341122.1,DDX3XA
BEL,NP_536783.1,XP_007227914.2,DDX3XA
BEL,NP_536783.1,XP_049341121.1,DDX3XA
BEL,NP_536783.1,XP_007227913.2,DDX3XA
BEL,NP_536783.1,XP_049341120.1,DDX3XA
BEL,NP_536783.1,XP_049341119.1,DDX3XA
BEL,NP_536783.1,XP_049341118.1,DDX3XA
BEL,NP_536783.1,XP_049341117.1,DDX3XA
BEST1,NP_652603.1,XP_022522723.1,LOC103032327
BEST1,NP_652603.1,XP_007235245.3,BEST1
BETA4GALT7,NP_651319.2,XP_007246507.2,B4GALT7
BETA'COP,NP_524836.2,XP_022533672.1,COPB2
BETA-SPEC,NP_001259660.1,XP_022537806.2,LOC103033421
BETA-SPEC,NP_001259660.1,XP_049328109.1,LOC103033421
BETA-SPEC,NP_001259660.1,XP_007231836.3,SPTBN1
BETA-SPEC,NP_001259660.1,XP_022537805.2,LOC103033421
BETA-SPEC,NP_001259660.1,XP_007231837.3,SPTBN1
BETATUB56D,NP_523795.2,XP_007257036.1,ZGC:55461
BETATUB56D,NP_523795.2,XP_007247510.1,TUBB4B
BETATUB56D,NP_523795.2,XP_007231555.1,TUBB2B
BETATUB56D,NP_523795.2,XP_022522714.1,TUBB5
BETATUB56D,NP_523795.2,XP_022523824.1,TUBB4BL
BETATUB56D,NP_523795.2,XP_049325970.1,ZGC:65894
BETATUB56D,NP_523795.2,XP_022541852.1,LOC103041736
BETATUB60D,NP_523842.2,XP_007231555.1,TUBB2B
BETATUB60D,NP_523842.2,XP_022523824.1,TUBB4BL
BETATUB60D,NP_523842.2,XP_049325970.1,ZGC:65894
BETATUB60D,NP_523842.2,XP_022522714.1,TUBB5
BETATUB60D,NP_523842.2,XP_022541852.1,LOC103041736
BETATUB60D,NP_523842.2,XP_022529116.1,TUBB6
BGB,NP_001261271.1,XP_007256271.1,CBFB
BGB,NP_001261271.1,XP_015463088.1,CBFB
BGB,NP_001261271.1,XP_007256270.1,CBFB
BGM,NP_524698.1,XP_022523345.2,LOC103043523
BGM,NP_524698.1,XP_022523344.2,LOC103043523
BGM,NP_524698.1,XP_022525932.2,ACSBG2
BGM,NP_524698.1,XP_022525931.2,ACSBG2
BIC,NP_476853.1,XP_007240221.1,BTF3L4
BIC,NP_476853.1,XP_007240222.1,BTF3L4
BIC,NP_476853.1,XP_022525846.1,BTF3L4
BIC,NP_476853.1,XP_007259689.1,BTF3
BIC,NP_476853.1,XP_022523580.1,BTF3
BICC,NP_476865.1,XP_022525082.2,LOC103032919
BICC,NP_476865.1,XP_022525081.2,LOC103032919
BICD,NP_001260531.1,XP_007254623.3,BICD2
BICD,NP_001260531.1,XP_007254622.3,BICD2
BICD,NP_001260531.1,XP_022535333.1,BICD1A
BICD,NP_001260531.1,XP_022535332.1,BICD1A
BICD,NP_001260531.1,XP_022535331.1,BICD1A
BIGMAX,NP_651556.2,XP_007230011.1,MLX
BIGMAX,NP_651556.2,XP_007230010.1,MLX
BKA,NP_524867.2,XP_007257370.1,FCF1
BKA,NP_524867.2,XP_007257371.1,FCF1
BLP,NP_524370.2,XP_007232245.1,PAM16
BLW,NP_726243.1,XP_007256648.2,ATP5FA1
BMCP,NP_648501.1,XP_007244505.2,SLC25A14
BMCP,NP_648501.1,XP_022531984.1,SLC25A14
BOCA,NP_724578.1,XP_007258211.2,MESD
BON,NP_001262765.1,XP_007237145.2,TRIM24
BON,NP_001262765.1,XP_015458633.3,TRIM33
BON,NP_001262765.1,XP_015457870.2,TRIM24
BON,NP_001262765.1,XP_007237146.2,TRIM24
BON,NP_001262765.1,XP_007237147.2,TRIM24
BON,NP_001262765.1,XP_007228969.3,TRIM33
BONSAI,NP_611691.1,XP_007249683.3,MRPS15
BR140,NP_610266.1,XP_007260574.3,BRPF1
BR140,NP_610266.1,XP_022526490.2,BRPF1
BRE1,NP_647989.2,XP_022539193.2,RNF20
BRE1,NP_647989.2,XP_022539192.2,RNF20
BRE1,NP_647989.2,XP_049339895.1,RNF20
BRE1,NP_647989.2,XP_007259214.3,RNF40
BRE1,NP_647989.2,XP_015463877.3,RNF40
BRF,NP_650616.2,XP_022540812.2,BRF1A
BRM,NP_001261906.1,XP_049335083.1,LOC103032158
BRM,NP_001261906.1,XP_049335085.1,LOC103032158
BRM,NP_001261906.1,XP_049335082.1,LOC103032158
BRM,NP_001261906.1,XP_049335084.1,LOC103032158
BRM,NP_001261906.1,XP_049323841.1,SMARCA4A
BRM,NP_001261906.1,XP_049323842.1,SMARCA4A
BRM,NP_001261906.1,XP_022520627.2,SMARCA2
BRM,NP_001261906.1,XP_022520628.2,SMARCA2
BRM,NP_001261906.1,XP_022520629.2,SMARCA2
BRUCE,NP_001262462.1,XP_022528427.2,BIRC6
BRUCE,NP_001262462.1,XP_022528423.2,BIRC6
BRUCE,NP_001262462.1,XP_022528417.2,BIRC6
BRUCE,NP_001262462.1,XP_022528432.2,BIRC6
BRUCE,NP_001262462.1,XP_022528418.2,BIRC6
BRUCE,NP_001262462.1,XP_022528421.2,BIRC6
BRUCE,NP_001262462.1,XP_022528424.2,BIRC6
BRUCE,NP_001262462.1,XP_022528426.2,BIRC6
BRUCE,NP_001262462.1,XP_022528416.2,BIRC6
BRUCE,NP_001262462.1,XP_022528425.2,BIRC6
BRUCE,NP_001262462.1,XP_049320159.1,BIRC6
BRUCE,NP_001262462.1,XP_022528431.2,BIRC6
BRUCE,NP_001262462.1,XP_022528420.2,BIRC6
BRUCE,NP_001262462.1,XP_022528422.2,BIRC6
BRUCE,NP_001262462.1,XP_022528430.2,BIRC6
BRUCE,NP_001262462.1,XP_022528428.2,BIRC6
BRUCE,NP_001262462.1,XP_022528434.2,BIRC6
BRUCE,NP_001262462.1,XP_022528429.2,BIRC6
BRUCE,NP_001262462.1,XP_022528433.2,BIRC6
BRWD3,NP_732982.1,XP_049332445.1,BRWD3
BRWD3,NP_732982.1,XP_022536597.2,BRWD3
BRWD3,NP_732982.1,XP_022532584.2,LOC103042438
BRWD3,NP_732982.1,XP_022532586.2,LOC103042438
BRWD3,NP_732982.1,XP_022532582.2,LOC103042438
BRWD3,NP_732982.1,XP_022532583.2,LOC103042438
BSK,NP_723541.1,XP_049322054.1,MAPK10
BSK,NP_723541.1,XP_049322055.1,MAPK10
BSK,NP_723541.1,XP_049322056.1,MAPK10
BSK,NP_723541.1,XP_049322053.1,MAPK10
BSK,NP_723541.1,XP_049322057.1,MAPK10
BSK,NP_723541.1,XP_049322051.1,MAPK10
BSK,NP_723541.1,XP_007233631.1,MAPK8B
BSK,NP_723541.1,XP_049322052.1,MAPK10
BSK,NP_723541.1,XP_007233629.2,MAPK8B
BSK,NP_723541.1,XP_007233630.2,MAPK8B
BSK,NP_723541.1,XP_015456858.2,MAPK8B
BSK,NP_723541.1,XP_007249602.2,MAPK8A
BSK,NP_723541.1,XP_049337451.1,MAPK8A
BTL,NP_729956.1,XP_049336985.1,FGFR2
BTL,NP_729956.1,XP_049336986.1,FGFR2
BTL,NP_729956.1,XP_049336984.1,FGFR2
BTL,NP_729956.1,XP_007228823.3,FGFR2
BTL,NP_729956.1,XP_049336989.1,FGFR2
BTL,NP_729956.1,XP_015463776.1,FGFR3
BTL,NP_729956.1,XP_022540650.1,FGFR3
BTL,NP_729956.1,XP_049336988.1,FGFR2
BTL,NP_729956.1,XP_049336987.1,FGFR2
BTL,NP_729956.1,XP_007230954.1,FGFR3
BTL,NP_729956.1,XP_007230953.1,FGFR3
BTL,NP_729956.1,XP_049337279.1,FGFR3
BTL,NP_729956.1,XP_049337280.1,FGFR3
BTL,NP_729956.1,XP_049341672.1,FGFR1A
BTL,NP_729956.1,XP_049341671.1,FGFR1A
BTL,NP_729956.1,XP_007244498.2,FGFR4
BUFFY,NP_523702.1,XP_007245140.2,BOKB
BUFFY,NP_523702.1,XP_007253719.1,BOKA
BUR,NP_620114.3,XP_022535517.1,GMPS
BVES,NP_001259752.1,XP_007249653.3,BVES
BVES,NP_001259752.1,XP_007249652.3,BVES
BWA,NP_001260616.1,XP_007255252.1,ACER2
BWA,NP_001260616.1,XP_022522985.1,LOC111191686
BYS,NP_511074.1,XP_007256766.2,BYSL
C11.1,NP_652606.1,XP_022529278.2,MROH1
C11.1,NP_652606.1,XP_022529277.2,MROH1
C11.1,NP_652606.1,XP_022529275.2,MROH1
C11.1,NP_652606.1,XP_022529276.2,MROH1
C12.1,NP_652605.1,XP_007235896.3,CWC15
C12.1,NP_652605.1,XP_022523125.2,CWC15
C15,NP_476873.2,XP_007231230.3,TLX3B
C15,NP_476873.2,XP_007247514.3,TLX2
C15,NP_476873.2,XP_007228079.1,LOC103036459
C1GALTA,NP_609258.1,XP_022532626.2,C1GALT1LA
C1GALTA,NP_609258.1,XP_049318822.1,C1GALT1LA
C1GALTA,NP_609258.1,XP_007254281.3,C1GALT1LB
CA-ALPHA1D,NP_001260480.2,XP_049342225.1,CACNA1DB
CA-ALPHA1D,NP_001260480.2,XP_049342226.1,CACNA1DB
CA-ALPHA1D,NP_001260480.2,XP_049328980.1,CACNA1C
CA-ALPHA1D,NP_001260480.2,XP_049328995.1,CACNA1C
CA-ALPHA1D,NP_001260480.2,XP_049329002.1,CACNA1C
CA-ALPHA1D,NP_001260480.2,XP_049342230.1,CACNA1DB
CA-ALPHA1D,NP_001260480.2,XP_049329009.1,CACNA1C
CA-ALPHA1D,NP_001260480.2,XP_049342231.1,CACNA1DB
CA-ALPHA1D,NP_001260480.2,XP_022538311.1,CACNA1DA
