Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,Symbol
ARL6IP5,NP_075368.1,XP_049319128.1,ARL6IP5B
ART1,XP_036008500.1,XP_007253792.3,LOC103045155
ARX,NP_031518.2,XP_015462112.3,ARXA
ASAH1,XP_017168016.1,XP_007232647.3,ASAH1B
ASCL1,NP_032579.2,XP_007259060.2,ASCL1A
ASH1L,XP_030108328.1,XP_007230635.3,ASH1L
ASH1L,XP_030108328.1,XP_022538731.2,ASH1L
ASXL1,NP_001035028.1,XP_007246903.3,ASXL1
ASXL1,NP_001035028.1,XP_007246905.3,ASXL1
ATF3,NP_031524.2,XP_007245534.1,ATF3
ATF6,XP_011237098.1,XP_049336600.1,ATF6
ATM,NP_031525.3,XP_022534729.2,ATM
ATM,NP_031525.3,XP_022534730.2,ATM
ATP11C,NP_001001798.1,XP_022539984.2,ATP11C
ATP11C,NP_001001798.1,XP_022539985.2,ATP11C
ATP11C,NP_001001798.1,XP_022539986.2,ATP11C
ATP11C,NP_001001798.1,XP_022539987.2,ATP11C
ATP11C,NP_001001798.1,XP_022539989.2,ATP11C
ATP11C,NP_001001798.1,XP_022539990.2,ATP11C
ATP1A1,NP_659149.1,XP_022530668.1,LOC103044221
ATP1A1,NP_659149.1,XP_022536277.2,ATP1A1B
ATP1A1,NP_659149.1,XP_049325214.1,LOC103026980
ATP1B1,NP_033851.1,XP_007236705.3,ATP1B1A
ATP1B1,NP_033851.1,XP_007241952.1,ATP1B1B
ATP2A2,NP_033852.1,XP_022526303.1,ATP2A2A
ATP2A2,NP_033852.1,XP_022532348.2,ATP2A2B
ATP2A2,NP_033852.1,XP_022532349.2,ATP2A2B
ATP2A2,NP_033852.1,XP_022532350.2,ATP2A2B
ATP6V1E1,NP_031536.2,XP_007256097.2,ATP6V1E1B
ATP9A,NP_001276375.1,XP_022532935.2,LOC103032624
AUTS2,NP_001350409.1,XP_007260585.3,AUTS2B
AUTS2,NP_001350409.1,XP_007260586.3,AUTS2B
AUTS2,NP_001350409.1,XP_007260587.3,AUTS2B
AUTS2,NP_001350409.1,XP_022530263.2,AUTS2B
AUTS2,NP_001350409.1,XP_049326519.1,FBRSL1
AUTS2,NP_001350409.1,XP_049326521.1,FBRSL1
B3GAT1,NP_001297695.1,XP_022520670.1,B3GAT1A
B3GAT1,NP_001297695.1,XP_049339732.1,B3GAT1A
B3GAT1,NP_001297695.1,XP_049339733.1,B3GAT1A
B4GALNT1,NP_082015.2,XP_007254283.3,B4GALNT1B
BACE1,NP_035922.4,XP_022534780.1,BACE1
BACH2,XP_030108969.1,XP_007254977.2,BACH2B
BANP,XP_017168388.1,XP_049330651.1,LOC103037393
BANP,XP_017168388.1,XP_049330652.1,LOC103037393
BARHL1,NP_001342363.1,XP_007239977.3,BARHL1A
BARHL1,NP_001342363.1,XP_007254025.3,BARHL1B
BARX2,NP_038828.2,XP_022523460.1,BARX2
BCAT1,NP_031558.3,XP_022527480.1,BCAT1
BCAT1,NP_031558.3,XP_022527482.1,BCAT1
BCAT1,NP_031558.3,XP_022527844.1,BCAT2
BCL2,NP_033871.2,XP_007229224.3,BCL2B
BCL2,NP_033871.2,XP_007258676.3,BCL2A
BCL2L11,XP_006498677.1,XP_007228807.1,BCL2L11
BCL3,XP_006539550.1,XP_049336563.1,BCL3
BCL9L,NP_001408236.1,XP_007259598.3,BCL9L
BCR,NP_001074881.1,XP_022532345.1,BCR
BDNF,NP_031566.4,XP_007246974.1,BDNF
BDNF,NP_031566.4,XP_022522803.1,BDNF
BDNF,NP_031566.4,XP_022522804.1,BDNF
BDNF,NP_031566.4,XP_022522805.1,BDNF
BFSP1,NP_033881.2,XP_022540939.2,LOC103026273
BHLHE23,NP_542372.2,XP_007250044.3,BHLHE23
BHLHE40,NP_035628.1,XP_007254615.3,BHLHE40
BHLHE41,NP_077789.1,XP_007250634.2,BHLHE41
BIRC3,XP_006509892.1,XP_049322666.1,BIRC2
BIRC3,XP_006509892.1,XP_049322667.1,BIRC2
BIRC3,XP_006509892.1,XP_049322668.1,BIRC2
BLNK,NP_001351983.1,XP_022540339.1,BLNK
BMI1,NP_001403843.1,XP_007236126.2,BMI1B
BMI1,NP_001403843.1,XP_007236127.2,BMI1B
BMI1,NP_001403843.1,XP_007254844.2,BMI1A
BMP2,NP_031579.2,XP_007252122.1,BMP2A
BMP5,NP_031581.2,XP_022519592.2,BMP5
BMP7,NP_031583.2,XP_007233065.3,BMP7B
BMPR1B,NP_001341972.1,XP_022536622.2,BMPR1BB
BMPR1B,NP_001341972.1,XP_022536623.2,BMPR1BB
BMPR1B,NP_001341972.1,XP_022536624.2,BMPR1BB
BMPR1B,NP_001341972.1,XP_049324609.1,BMPR1BB
BMPR2,NP_031587.1,XP_007261122.2,BMPR2B
BNIP3,NP_033890.1,XP_022524827.1,BNIP3
BRINP1,NP_064351.2,XP_049321836.1,BRINP1
BRINP1,NP_064351.2,XP_049321837.1,BRINP1
BSG,NP_033898.1,XP_007240189.2,BSG
BSG,NP_033898.1,XP_022525406.2,BSG
BSX,XP_036010875.1,XP_007258178.2,BSX
BTG2,NP_031596.1,XP_007256780.1,BTG2
BTK,NP_038510.2,XP_007236532.1,BTK
BUB3,NP_033904.2,XP_007260980.1,BUB3
BUB3,NP_033904.2,XP_049320829.1,BUB3
CACNA1C,XP_006505506.1,XP_049328987.1,CACNA1C
CACNA1C,XP_006505506.1,XP_049329009.1,CACNA1C
CAD,NP_001390328.1,XP_022542830.2,CAD
CAD,NP_001390328.1,XP_022542832.2,CAD
CADM1,NP_001297770.1,XP_022530561.1,CADM1B
CADM1,NP_001297770.1,XP_022530563.1,CADM1B
CADM1,NP_001297770.1,XP_022531748.1,CADM1A
CADM1,NP_001297770.1,XP_022531749.1,CADM1A
CADM1,NP_001297770.1,XP_022531750.1,CADM1A
CADM1,NP_001297770.1,XP_022531751.1,CADM1A
CADM1,NP_001297770.1,XP_022531752.1,CADM1A
CADM1,NP_001297770.1,XP_022531753.1,CADM1A
CALCRL,XP_036018296.1,XP_022536181.2,CALCRLA
CALCRL,XP_036018296.1,XP_049340624.1,CALCRLA
CALR,NP_031617.1,XP_007231732.2,CALR
CAPN2,NP_033924.2,XP_015458290.2,CAPN2A
CAPN2,NP_033924.2,XP_022521086.2,CAPN2B
CAPN2,NP_033924.2,XP_022540977.2,CAPN1A
CAR1,NP_033929.2,XP_022529993.1,LOC103021731
CAR1,NP_033929.2,XP_022534849.1,CAHZ
CAR1,NP_033929.2,XP_049334472.1,LOC125801685
CASP12,NP_033938.3,XP_049335039.1,LOC125802140
CASP3,XP_017168032.1,XP_007247533.3,CASP3B
CASP3,XP_017168032.1,XP_049328419.1,CASP3A
CASP6,NP_033941.3,XP_022541681.1,LOC103033476
CASP7,XP_006526679.3,XP_007259314.2,CASP7
CASP7,XP_006526679.3,XP_007259315.2,CASP7
CASP7,XP_006526679.3,XP_007259316.2,CASP7
CASP7,XP_006526679.3,XP_022524679.2,CASP7
CASP7,XP_006526679.3,XP_049320569.1,CASP7
CASP8,NP_001073595.1,XP_007230922.3,CASP8
CASZ1,XP_006539220.1,XP_007246845.3,CASZ1
CASZ1,XP_006539220.1,XP_007246846.3,CASZ1
CASZ1,XP_006539220.1,XP_007246847.3,CASZ1
CASZ1,XP_006539220.1,XP_007246849.3,CASZ1
CAT,NP_033934.2,XP_007235106.2,CAT
CAV1,NP_001396487.1,XP_022539296.1,CAV1
CAV3,NP_031643.1,XP_007253327.2,CAV3
CBFA2T3,NP_033954.2,XP_022520859.1,CBFA2T3
CBFA2T3,NP_033954.2,XP_049327000.1,CBFA2T3
CBFA2T3,NP_033954.2,XP_049327001.1,CBFA2T3
CBL,XP_006510026.1,XP_022530938.1,CBL
CCK,NP_112438.1,XP_022529373.1,CCKA
CCK,NP_112438.1,XP_022531953.2,CCKB
CCL19,NP_036018.1,XP_007229486.1,CCL19A.1
CCL20,NP_058656.1,XP_022533390.2,CCL20L
CCNA2,NP_033958.2,XP_007239105.3,CCNA2
CCNB2,NP_031656.2,XP_015462712.2,CCNB2
CCND1,NP_031657.1,XP_007254687.2,CCND1
CCND2,XP_036021678.1,XP_007228423.2,CCND2A
CCNE1,NP_031659.2,XP_007235976.1,CCNE1
CCNG2,NP_031661.3,XP_007234030.1,CCNG2
CCR2,XP_036010478.1,XP_007232086.3,LOC103028160
CCR2,XP_036010478.1,XP_049336560.1,LOC111193414
CCR9,NP_001160097.1,XP_007229378.3,CCR9A
CD36,XP_030109948.1,XP_022527183.1,CD36
CD38,NP_031672.2,XP_015464033.2,LOC103029242
CD79A,NP_031681.2,XP_007232501.3,CD79A
CDC25A,NP_001397314.1,XP_007237316.1,CDC25B
CDC73,NP_666103.1,XP_049337990.1,CDC73
CDCA7,NP_080142.1,XP_007234924.3,CDCA7A
CDH1,NP_033994.1,XP_049326984.1,LOC103023785
CDH1,NP_033994.1,XP_049326985.1,LOC103023785
CDH1,NP_033994.1,XP_049326986.1,LOC103023785
CDH1,NP_033994.1,XP_049326987.1,LOC103023785
CDH11,NP_033996.4,XP_007259840.3,CDH11
CDH15,NP_031688.2,XP_007230144.3,CDH15
CDH17,XP_006537646.1,XP_022535364.2,CDH17
CDH5,NP_033998.2,XP_022520635.2,CDH5
CDK1,NP_031685.2,XP_007258982.1,CDK1
CDK2,NP_058036.1,XP_007242815.2,CDK2
CDK4,NP_034000.1,XP_007248446.1,CDK4
CDK5R2,NP_034002.2,XP_007234614.1,CDK5R2A
CDK6,NP_034003.1,XP_007259858.2,CDK6
CDK9,NP_570930.1,XP_007234046.1,CDK9
CDKN1B,NP_034005.2,XP_007231643.3,CDKN1BB
CDKN2B,NP_031696.1,XP_022518819.2,CDKN2A/B
CDKN2B,NP_031696.1,XP_022518820.2,CDKN2A/B
CDKN2D,NP_001396593.1,XP_007231367.2,CDKN2D
CDON,NP_067314.2,XP_049339632.1,CDON
CDX4,NP_031700.1,XP_007254464.1,CDX4
CEBPA,NP_001274443.1,XP_007244901.2,CEBPA
CEBPG,NP_034014.1,XP_022522791.2,CEBPG
CELSR3,NP_001346501.1,XP_049341549.1,CELSR3
CELSR3,NP_001346501.1,XP_049341550.1,CELSR3
CELSR3,NP_001346501.1,XP_049341551.1,CELSR3
CELSR3,NP_001346501.1,XP_049341552.1,CELSR3
CELSR3,NP_001346501.1,XP_049341553.1,CELSR3
CES2C,NP_663578.1,XP_007249270.3,CES3
CETN2,NP_062278.2,XP_007228083.1,CETN4
CETN2,NP_062278.2,XP_007228084.1,CETN4
CFLAR,XP_030100848.1,XP_022519644.2,LOC103047016
CFLAR,XP_030100848.1,XP_049341037.1,LOC103047016
CFTR,NP_066388.1,XP_007256023.3,CFTR
CGA,XP_006537649.1,XP_007257486.1,CGA
CH25H,NP_034020.1,XP_007251207.1,CH25H
CHD4,NP_001390521.1,XP_007230592.3,CHD4A
CHD4,NP_001390521.1,XP_007256941.3,CHD4B
CHD4,NP_001390521.1,XP_022529532.2,CHD4B
CHD4,NP_001390521.1,XP_022529533.2,CHD4B
CHD4,NP_001390521.1,XP_022529534.2,CHD4B
CHD4,NP_001390521.1,XP_022529535.2,CHD4B
CHD4,NP_001390521.1,XP_049332182.1,CHD4A
CHD4,NP_001390521.1,XP_049332183.1,CHD4A
CHD4,NP_001390521.1,XP_049332184.1,CHD4A
CHD4,NP_001390521.1,XP_049332185.1,CHD4A
CHD7,NP_001264078.1,XP_007245156.3,CHD7
CHEK1,NP_001397136.1,XP_007250106.3,CHEK1
CHRNA7,NP_031416.3,XP_007231257.2,LOC103033738
CHRNA7,NP_031416.3,XP_022525711.2,CHRNA7A
CHST11,NP_067414.2,XP_022527545.2,CHST11
CHST11,NP_067414.2,XP_022527546.2,CHST11
CIDEC,NP_001359193.1,XP_015462376.2,CIDEC
CIRBP,NP_001366352.1,XP_049334812.1,CIRBPA
CISH,NP_034025.1,XP_007254431.1,CISH
CISH,NP_034025.1,XP_007254432.1,CISH
CISH,NP_034025.1,XP_007254433.1,CISH
CISH,NP_034025.1,XP_049335711.1,CISH
CITED2,XP_036011557.1,XP_007245512.3,CITED2
CKM,NP_031736.1,XP_007230986.2,CKBB
CKM,NP_031736.1,XP_007240392.1,CKBA
CKM,NP_031736.1,XP_007246023.1,CKMB
CKM,NP_031736.1,XP_007261035.1,CKMA
CKS1B,NP_058600.1,XP_007230574.1,CKS1B
CLDN11,NP_032796.1,XP_007232732.1,CLDN11B
CLDN11,NP_032796.1,XP_007245178.1,CLDN11A
CLDN19,NP_001033679.1,XP_007251472.1,CLDN19
CLDN19,NP_001033679.1,XP_007251473.1,CLDN19
CLDN3,NP_034032.1,XP_007240514.3,LOC103034216
CLDN3,NP_034032.1,XP_007254241.3,LOC103022279
CLDN4,NP_034033.1,XP_007254241.3,LOC103022279
CLDN4,NP_034033.1,XP_049334632.1,LOC103033265
CLOCK,XP_017176140.1,XP_007259584.3,CLOCKA
CLOCK,XP_017176140.1,XP_049337786.1,CLOCKA
CNR1,NP_001341950.1,XP_007255274.1,CNR1
COL11A1,NP_031755.2,XP_049332684.1,COL11A1B
COL11A1,NP_031755.2,XP_049336825.1,COL11A1A
COL11A1,NP_031755.2,XP_049336826.1,COL11A1A
COL5A1,NP_056549.2,XP_022532173.2,COL5A1
COL5A1,NP_056549.2,XP_022532174.2,COL5A1
COMP,NP_057894.2,XP_022525449.1,LOC103025571
COX4I1,NP_034071.2,XP_007244058.1,LOC103031281
COX6A1,NP_031774.2,XP_049323851.1,LOC103036470
CR2,NP_031784.1,XP_022533297.2,SI:CH73-217N20.1
CR2,NP_031784.1,XP_049318654.1,LOC107197146
CRABP1,NP_038524.1,XP_007228615.1,CRABP1A
CRABP1,NP_038524.1,XP_022541584.2,CRABP1B
CRABP2,NP_031785.1,XP_022519251.1,CRABP2A
CREB1,NP_034082.1,XP_007260494.1,CREB1B
CREB1,NP_034082.1,XP_022530382.1,CREB1A
CREB3L1,NP_036087.2,XP_007244981.3,CREB3L1
CREB3L1,NP_036087.2,XP_007244982.3,CREB3L1
CREB3L3,NP_001369747.1,XP_049321834.1,CREB3L3A
CREB3L3,NP_001369747.1,XP_049321835.1,CREB3L3A
CREB3L4,XP_006502373.5,XP_022529548.1,CREB3L4
CRH,NP_991338.1,XP_007237707.3,LOC103031770
CRP,NP_031794.3,XP_049336045.1,LOC103036721
CRTC2,NP_083157.1,XP_007233417.2,LOC103023525
CRTC2,NP_083157.1,XP_015456798.2,LOC103023525
CRY1,NP_031797.1,NP_001278191.1,CRY1A
CRY1,NP_031797.1,XP_022535359.2,CRY1B
CRY1,NP_031797.1,XP_049328963.1,CRY1A
CRY1,NP_031797.1,XP_049328968.1,CRY1A
CRY1,NP_031797.1,XP_049341457.1,CRY3A
CRY2,XP_017170770.1,XP_022539584.2,CRY2
CRY2,XP_017170770.1,XP_022539585.2,CRY2
CRYAB,XP_030099896.1,XP_007245279.1,CRYABB
CRYGD,NP_031802.2,XP_007253587.1,LOC103034814
CSF3R,NP_031808.2,XP_007249684.3,CSF3R
CSL,NP_082221.2,XP_007232629.1,CS
CSRP1,NP_001347711.1,XP_022531296.2,CSRP1B
CSRP2,NP_031818.3,XP_022531296.2,CSRP1B
CSRP2,NP_031818.3,XP_049330081.1,CSRP2
CSRP2,NP_031818.3,XP_049330082.1,CSRP2
CSRP3,NP_001185770.1,XP_049321410.1,CSRP3
CTCF,XP_006530709.1,XP_007256278.1,CTCF
CTCF,XP_006530709.1,XP_015463077.1,CTCF
CTCF,XP_006530709.1,XP_022535435.1,CTCF
CTCF,XP_006530709.1,XP_022535436.1,CTCF
CTLA4,NP_033973.2,XP_007234205.2,CD28
CTNNB1,NP_001159374.1,XP_007245655.1,LOC103034575
CTNNB1,NP_001159374.1,XP_015461595.3,CTNNB1
CTNNB1,NP_001159374.1,XP_049336339.1,CTNNB1
CTNNB1,NP_001159374.1,XP_049336340.1,CTNNB1
CTR9,NP_033457.2,XP_007254723.3,CTR9
CTSE,NP_031825.2,XP_007229890.1,NOTS
CTSK,NP_031828.2,XP_007249824.3,CTSK
CUX1,NP_941004.2,XP_022534521.2,CUX1B
CUX2,NP_001402709.1,XP_007247246.3,CUX2B
CUX2,NP_001402709.1,XP_015460786.3,CUX2B
CXCL10,NP_067249.1,XP_015458319.1,LOC107197135
CXCL12,NP_038683.1,XP_022524362.1,CXCL12B
CXCL2,NP_033166.1,XP_007229345.3,CXCL8A
CXCR2,XP_006495701.1,XP_022519641.2,CXCR2
CXCR4,NP_001343438.1,XP_007232446.2,CXCR4B
CXCR5,NP_031577.2,XP_007259597.2,LOC103046415
CYP11A1,NP_062753.3,XP_022527915.1,LOC103021835
CYP17A1,NP_031835.3,XP_015461326.2,LOC103036160
CYP17A1,NP_031835.3,XP_049337419.1,LOC103036160
CYP19A1,NP_001335101.1,XP_022542742.2,LOC103038449
CYP19A1,NP_001335101.1,XP_049330368.1,CDHR5B
CYP1A1,NP_001129531.1,XP_007251902.3,LOC103038575
CYP1A1,NP_001129531.1,XP_022535545.2,LOC103023184
CYP24A1,NP_034126.1,XP_022531332.2,LOC103030576
CYP26A1,NP_031837.2,XP_007255173.1,LOC103044660
CYP26B1,XP_030111198.1,XP_007248161.1,LOC103033177
CYP27A1,NP_077226.2,XP_007227997.3,SI:DKEY-91I10.3
CYP27A1,NP_077226.2,XP_007260038.3,LOC103023980
CYP27A1,NP_077226.2,XP_007260039.2,LOC103024291
CYP2A4,NP_034127.2,XP_022534786.2,LOC103027356
CYP2A4,NP_034127.2,XP_022534787.2,LOC103025252
CYP2A5,NP_031838.2,XP_022534787.2,LOC103025252
CYP2B10,NP_034129.1,XP_022534786.2,LOC103027356
CYP2B10,NP_034129.1,XP_022534787.2,LOC103025252
CYP2C29,NP_031841.3,XP_022534786.2,LOC103027356
CYP2C29,NP_031841.3,XP_022534787.2,LOC103025252
CYP3A11,NP_031844.1,XP_022530141.2,LOC103031034
CYP7A1,NP_031850.2,XP_022523433.1,LOC103040934
CYP7B1,NP_031851.3,XP_022534996.2,LOC103031147
CYP8B1,NP_034142.3,XP_007232532.2,LOC103039627
DBH,NP_620392.2,XP_022536658.2,DBH
DBI,NP_031856.1,XP_007261106.1,DBI
DCK,NP_031858.1,XP_007234039.2,DCK
DCST1,NP_084250.1,XP_022529300.2,DCST1
DCST2,XP_011238650.1,XP_015461387.3,DCST2
DCTN2,NP_001177383.1,XP_007253467.1,DCTN2
DCTN6,NP_035852.1,XP_022524334.1,DCTN6
DCX,NP_001396939.1,XP_022522014.1,LOC103035707
DCX,NP_001396939.1,XP_049321481.1,LOC103035707
DCX,NP_001396939.1,XP_049321483.1,LOC103035707
DDIT4,NP_083359.1,XP_007250187.2,DDIT4
DDR2,XP_036018652.1,XP_007258427.2,DDR2A
DDR2,XP_036018652.1,XP_007258428.2,DDR2A
DDR2,XP_036018652.1,XP_007258429.2,DDR2A
DDX54,NP_082317.1,XP_007254057.2,DDX54
DES,NP_034173.1,XP_007234616.1,DESMB
DIDO1,XP_006500671.1,XP_022538485.2,DIDO1
DIDO1,XP_006500671.1,XP_022538486.2,DIDO1
DIDO1,XP_006500671.1,XP_049327703.1,DIDO1
DIDO1,XP_006500671.1,XP_049327704.1,DIDO1
DKK1,NP_034181.2,XP_007234058.2,DKK1B
DKK3,NP_001347186.1,XP_022525758.2,DKK3A
DLC1,NP_001181869.1,XP_049328176.1,DLC1
DLL3,NP_031892.2,XP_007246050.3,DLC
DLL4,NP_062327.2,XP_007231567.2,DLL4
DLX1,NP_001403914.1,XP_007253574.1,DLX1A
DLX2,NP_034184.1,NP_001278185.1,DLX2A
DLX5,NP_034186.2,XP_007259889.2,DLX5A
