Astyanax_ortologos,Symbol,ID_nuevo
XP_007245726.2,LOC103031070,LOC103031070
XP_007245725.2,LOC103031070,LOC103031070
XP_049319381.1,LTK,LTK
XP_007235711.2,PPM1BB,PPM1BB
XP_007255830.2,PPM1BA,PPM1BB
XP_022540680.1,PPM1BA,PPM1BB
XP_022540681.1,PPM1BA,PPM1BB
XP_007255831.2,PPM1BA,PPM1BB
XP_007235710.3,PPM1BB,PPM1BB
XP_049337235.1,PPM1BA,PPM1BB
XP_049328267.1,CTNNA2,CTNNA2
XP_049328268.1,CTNNA2,CTNNA2
XP_007234429.2,COPA,COPA
XP_049322581.1,SPTAN1,SPTAN1
XP_049322580.1,SPTAN1,SPTAN1
XP_049322577.1,SPTAN1,SPTAN1
XP_049322578.1,SPTAN1,SPTAN1
XP_049322575.1,SPTAN1,SPTAN1
XP_049322579.1,SPTAN1,SPTAN1
XP_049322576.1,SPTAN1,SPTAN1
XP_049322571.1,SPTAN1,SPTAN1
XP_049322574.1,SPTAN1,SPTAN1
XP_049322573.1,SPTAN1,SPTAN1
XP_007233972.3,SPTAN1,SPTAN1
XP_007233973.3,SPTAN1,SPTAN1
XP_022532194.2,SPTAN1,SPTAN1
XP_022532807.1,TUBA1A,TUBA1A
XP_022538156.1,LOC103046666,TUBA1A
XP_022538155.1,LOC111195381,TUBA1A
XP_049342330.1,LOC111194075,TUBA1A
XP_007244243.1,LOC103034569,TUBA1A
XP_022538157.2,LOC111195382,TUBA1A
XP_007235803.2,LOC103037973,TUBA1A
XP_049342328.1,LOC103037973,TUBA1A
XP_022531090.1,LOC103034236,TUBA1A
XP_007259997.2,LOC103038315,TUBA1A
XP_015456352.1,TUBA5,TUBA1A
XP_007259998.3,LOC103038315,TUBA1A
XP_049325672.1,LOC125785677,TUBA1A
XP_007234880.2,TUBA8L2,TUBA1A
XP_049342023.1,TUBA5,TUBA1A
XP_007259999.2,LOC103038928,TUBA1A
XP_007238598.2,PCSK2,PCSK2
XP_022525063.2,ACE,ACE
XP_007239065.2,ETV6,ETV6
XP_007239064.2,ETV6,ETV6
XP_007239063.2,ETV6,ETV6
XP_007239062.2,ETV6,ETV6
XP_049342205.1,LHX2B,LHX2B
XP_007229184.1,LHX2B,LHX2B
XP_022525811.1,AP1G1,AP1G1
XP_007237542.1,LOC103030203,LOC103030203
XP_007237545.1,LOC103030203,LOC103030203
XP_007237544.1,LOC103030203,LOC103030203
XP_007237547.1,LOC103030203,LOC103030203
XP_007237546.1,LOC103030203,LOC103030203
XP_007237539.3,LOC103030203,LOC103030203
XP_049342377.1,LOC103030203,LOC103030203
XP_007237541.3,LOC103030203,LOC103030203
XP_049342379.1,LOC103030203,LOC103030203
XP_049342378.1,LOC103030203,LOC103030203
XP_022534071.1,AP1S1,LOC103030203
XP_022534072.1,AP1S1,LOC103030203
XP_007241959.2,APH1B,APH1B
XP_022521280.1,ZGC:114200,APH1B
XP_022540516.2,ZDHHC14,ZDHHC14
XP_007255490.3,ZDHHC14,ZDHHC14
XP_049325220.1,APPA,APPA
XP_007227940.2,APPB,APPA
XP_007227938.2,APPB,APPA
XP_022520847.1,APRT,APRT
XP_022531274.1,NUDT3B,NUDT3B
XP_007250622.2,NUDT4A,NUDT3B
XP_007233746.1,NUDT4B,NUDT3B
XP_007250621.2,NUDT4A,NUDT3B
XP_022524862.2,ARG1,ARG1
XP_007247583.3,ARG2,ARG1
XP_049321767.1,ARIH1L,ARIH1L
XP_007249229.2,ARIH1,ARIH1L
XP_049341572.1,ARIH2,ARIH2
XP_049341573.1,ARIH2,ARIH2
XP_015461595.3,CTNNB1,CTNNB1
XP_007245655.1,LOC103034575,CTNNB1
XP_049336339.1,CTNNB1,CTNNB1
XP_049336340.1,CTNNB1,CTNNB1
XP_015461596.3,CTNNB1,CTNNB1
XP_049339875.1,LRP5,LRP5
XP_049321171.1,SRRT,SRRT
XP_022519945.2,SRRT,SRRT
XP_049323668.1,CARM1,CARM1
XP_049323667.1,CARM1,CARM1
XP_049330172.1,EPS8A,EPS8A
XP_049330169.1,EPS8A,EPS8A
XP_049330168.1,EPS8A,EPS8A
XP_049330167.1,EPS8A,EPS8A
XP_049330165.1,EPS8A,EPS8A
XP_049330170.1,EPS8A,EPS8A
XP_049330166.1,EPS8A,EPS8A
XP_049330173.1,EPS8A,EPS8A
XP_049330171.1,EPS8A,EPS8A
XP_022536591.1,ASH2L,ASH2L
XP_022536592.1,ASH2L,ASH2L
XP_022536590.1,ASH2L,ASH2L
XP_022533929.2,UNM_HU7910,UNM_HU7910
XP_049338159.1,PPP1R13BB,PPP1R13BB
XP_022540735.2,LOC103027203,LOC103027203
XP_022540736.2,LOC103027203,LOC103027203
XP_022540734.2,LOC103027203,LOC103027203
XP_022540733.2,LOC103027203,LOC103027203
XP_049337127.1,LOC103027203,LOC103027203
XP_007254302.3,ATF7B,ATF7B
XP_007246057.2,ULK2,ULK2
XP_007246058.2,ULK2,ULK2
XP_007246109.3,ULK1B,ULK2
XP_049322350.1,ULK1B,ULK2
XP_049322349.1,ULK1B,ULK2
XP_049341864.1,ULK1A,ULK2
XP_007246107.3,ULK1B,ULK2
XP_007246106.3,ULK1B,ULK2
XP_049322348.1,ULK1B,ULK2
XP_007246108.3,ULK1B,ULK2
XP_049322351.1,ULK1B,ULK2
XP_049319842.1,ATG2B,ATG2B
XP_049319841.1,ATG2B,ATG2B
XP_022539276.2,ATG2A,ATG2B
XP_022534810.1,ATG5,ATG5
XP_022534809.1,ATG5,ATG5
XP_049320578.1,BECN1,BECN1
XP_049320579.1,BECN1,BECN1
XP_049320580.1,BECN1,BECN1
XP_015458704.1,GABARAPB,GABARAPB
XP_049340097.1,LOC103044705,GABARAPB
XP_049336441.1,ATG9B,ATG9B
XP_022530968.1,ATG9A,ATG9B
XP_049327003.1,LOC103043737,LOC103043737
XP_022520846.2,LOC103043737,LOC103043737
XP_007240423.3,ATL2,LOC103043737
XP_007248589.1,ATL1,LOC103043737
XP_007234011.1,PAF1,PAF1
XP_049336677.1,ATP1A3B,ATP1A3B
XP_007253156.2,ATP1A3A,ATP1A3B
XP_022536277.2,ATP1A1B,ATP1A3B
XP_049325214.1,LOC103026980,ATP1A3B
XP_022530668.1,LOC103044221,ATP1A3B
XP_007256318.3,ACLYA,ACLYA
XP_049320397.1,LOC103023371,ACLYA
XP_049320396.1,LOC103023371,ACLYA
XP_049320395.1,LOC103023371,ACLYA
XP_049320392.1,LOC103023371,ACLYA
XP_049320393.1,LOC103023371,ACLYA
XP_049339348.1,LEO1,LEO1
XP_049326829.1,GAK,GAK
XP_049326830.1,GAK,GAK
XP_049334848.1,LHX8A,LHX8A
XP_022534335.2,LHX8A,LHX8A
XP_022534334.2,LHX8A,LHX8A
XP_022536682.2,LHX6A,LHX8A
XP_022536681.2,LHX6A,LHX8A
XP_015459916.3,LHX6B,LHX8A
XP_049324513.1,LHX6A,LHX8A
XP_022532784.1,CSAD,CSAD
XP_007251446.2,SRSF6B,SRSF6B
XP_007247648.1,SRSF5A,SRSF6B
XP_007233450.3,TGFBR1B,TGFBR1B
XP_022532618.2,ACVR1BA,TGFBR1B
XP_022531908.1,BANF1,BANF1
XP_007259925.1,TMED10,TMED10
XP_049334916.1,PARD3AB,PARD3AB
XP_049334915.1,PARD3AB,PARD3AB
XP_022520535.2,WDFY3,WDFY3
XP_022520537.2,WDFY3,WDFY3
XP_022520534.2,WDFY3,WDFY3
XP_022520533.2,WDFY3,WDFY3
XP_022520536.2,WDFY3,WDFY3
XP_007232343.3,MCAT,MCAT
XP_022526961.2,MCAT,MCAT
XP_007244294.2,DDX3XB,DDX3XB
XP_007244293.2,DDX3XB,DDX3XB
XP_007244292.2,DDX3XB,DDX3XB
XP_007244291.2,DDX3XB,DDX3XB
XP_007244290.2,DDX3XB,DDX3XB
XP_015460022.2,DDX3XB,DDX3XB
XP_007244289.2,DDX3XB,DDX3XB
XP_007244288.2,DDX3XB,DDX3XB
XP_007244287.2,DDX3XB,DDX3XB
XP_007244286.2,DDX3XB,DDX3XB
XP_049341122.1,DDX3XA,DDX3XB
XP_007227914.2,DDX3XA,DDX3XB
XP_049341121.1,DDX3XA,DDX3XB
XP_007227913.2,DDX3XA,DDX3XB
XP_049341120.1,DDX3XA,DDX3XB
XP_049341119.1,DDX3XA,DDX3XB
XP_049341118.1,DDX3XA,DDX3XB
XP_049341117.1,DDX3XA,DDX3XB
XP_022522723.1,LOC103032327,LOC103032327
XP_007235245.3,BEST1,LOC103032327
XP_007246507.2,B4GALT7,B4GALT7
XP_022533672.1,COPB2,COPB2
XP_022537806.2,LOC103033421,LOC103033421
XP_049328109.1,LOC103033421,LOC103033421
XP_007231836.3,SPTBN1,LOC103033421
XP_022537805.2,LOC103033421,LOC103033421
XP_007231837.3,SPTBN1,LOC103033421
XP_007257036.1,ZGC:55461,ZGC:55461
XP_007247510.1,TUBB4B,ZGC:55461
XP_007231555.1,TUBB2B,ZGC:55461
XP_022522714.1,TUBB5,ZGC:55461
XP_022523824.1,TUBB4BL,ZGC:55461
XP_049325970.1,ZGC:65894,ZGC:55461
XP_022541852.1,LOC103041736,ZGC:55461
XP_022529116.1,TUBB6,TUBB2B
XP_007256271.1,CBFB,CBFB
XP_015463088.1,CBFB,CBFB
XP_007256270.1,CBFB,CBFB
XP_022523345.2,LOC103043523,LOC103043523
XP_022523344.2,LOC103043523,LOC103043523
XP_022525932.2,ACSBG2,LOC103043523
XP_022525931.2,ACSBG2,LOC103043523
XP_007240221.1,BTF3L4,BTF3L4
XP_007240222.1,BTF3L4,BTF3L4
XP_022525846.1,BTF3L4,BTF3L4
XP_007259689.1,BTF3,BTF3L4
XP_022523580.1,BTF3,BTF3L4
XP_022525082.2,LOC103032919,LOC103032919
XP_022525081.2,LOC103032919,LOC103032919
XP_007254623.3,BICD2,BICD2
XP_007254622.3,BICD2,BICD2
XP_022535333.1,BICD1A,BICD2
XP_022535332.1,BICD1A,BICD2
XP_022535331.1,BICD1A,BICD2
XP_007230011.1,MLX,MLX
XP_007230010.1,MLX,MLX
XP_007257370.1,FCF1,FCF1
XP_007257371.1,FCF1,FCF1
XP_007232245.1,PAM16,PAM16
XP_007256648.2,ATP5FA1,ATP5FA1
XP_007244505.2,SLC25A14,SLC25A14
XP_022531984.1,SLC25A14,SLC25A14
XP_007258211.2,MESD,MESD
XP_007237145.2,TRIM24,TRIM24
XP_015458633.3,TRIM33,TRIM24
XP_015457870.2,TRIM24,TRIM24
XP_007237146.2,TRIM24,TRIM24
XP_007237147.2,TRIM24,TRIM24
XP_007228969.3,TRIM33,TRIM24
XP_007249683.3,MRPS15,MRPS15
XP_007260574.3,BRPF1,BRPF1
XP_022526490.2,BRPF1,BRPF1
XP_022539193.2,RNF20,RNF20
XP_022539192.2,RNF20,RNF20
XP_049339895.1,RNF20,RNF20
XP_007259214.3,RNF40,RNF20
XP_015463877.3,RNF40,RNF20
XP_022540812.2,BRF1A,BRF1A
XP_049335083.1,LOC103032158,LOC103032158
XP_049335085.1,LOC103032158,LOC103032158
XP_049335082.1,LOC103032158,LOC103032158
XP_049335084.1,LOC103032158,LOC103032158
XP_049323841.1,SMARCA4A,LOC103032158
XP_049323842.1,SMARCA4A,LOC103032158
XP_022520627.2,SMARCA2,LOC103032158
XP_022520628.2,SMARCA2,LOC103032158
XP_022520629.2,SMARCA2,LOC103032158
XP_022528427.2,BIRC6,BIRC6
XP_022528423.2,BIRC6,BIRC6
XP_022528417.2,BIRC6,BIRC6
XP_022528432.2,BIRC6,BIRC6
XP_022528418.2,BIRC6,BIRC6
XP_022528421.2,BIRC6,BIRC6
XP_022528424.2,BIRC6,BIRC6
XP_022528426.2,BIRC6,BIRC6
XP_022528416.2,BIRC6,BIRC6
XP_022528425.2,BIRC6,BIRC6
XP_049320159.1,BIRC6,BIRC6
XP_022528431.2,BIRC6,BIRC6
XP_022528420.2,BIRC6,BIRC6
XP_022528422.2,BIRC6,BIRC6
XP_022528430.2,BIRC6,BIRC6
XP_022528428.2,BIRC6,BIRC6
XP_022528434.2,BIRC6,BIRC6
XP_022528429.2,BIRC6,BIRC6
XP_022528433.2,BIRC6,BIRC6
XP_049332445.1,BRWD3,BRWD3
XP_022536597.2,BRWD3,BRWD3
XP_022532584.2,LOC103042438,BRWD3
XP_022532586.2,LOC103042438,BRWD3
XP_022532582.2,LOC103042438,BRWD3
XP_022532583.2,LOC103042438,BRWD3
XP_049322054.1,MAPK10,MAPK10
XP_049322055.1,MAPK10,MAPK10
XP_049322056.1,MAPK10,MAPK10
XP_049322053.1,MAPK10,MAPK10
XP_049322057.1,MAPK10,MAPK10
XP_049322051.1,MAPK10,MAPK10
XP_007233631.1,MAPK8B,MAPK10
XP_049322052.1,MAPK10,MAPK10
XP_007233629.2,MAPK8B,MAPK10
XP_007233630.2,MAPK8B,MAPK10
XP_015456858.2,MAPK8B,MAPK10
XP_007249602.2,MAPK8A,MAPK10
XP_049337451.1,MAPK8A,MAPK10
XP_049336985.1,FGFR2,FGFR2
XP_049336986.1,FGFR2,FGFR2
XP_049336984.1,FGFR2,FGFR2
XP_007228823.3,FGFR2,FGFR2
XP_049336989.1,FGFR2,FGFR2
XP_015463776.1,FGFR3,FGFR2
XP_022540650.1,FGFR3,FGFR2
XP_049336988.1,FGFR2,FGFR2
XP_049336987.1,FGFR2,FGFR2
XP_007230954.1,FGFR3,FGFR2
XP_007230953.1,FGFR3,FGFR2
XP_049337279.1,FGFR3,FGFR2
XP_049337280.1,FGFR3,FGFR2
XP_049341672.1,FGFR1A,FGFR2
XP_049341671.1,FGFR1A,FGFR2
XP_007244498.2,FGFR4,FGFR2
XP_007245140.2,BOKB,BOKB
XP_007253719.1,BOKA,BOKB
XP_022535517.1,GMPS,GMPS
XP_007249653.3,BVES,BVES
XP_007249652.3,BVES,BVES
XP_007255252.1,ACER2,ACER2
XP_022522985.1,LOC111191686,ACER2
XP_007256766.2,BYSL,BYSL
XP_022529278.2,MROH1,MROH1
XP_022529277.2,MROH1,MROH1
XP_022529275.2,MROH1,MROH1
XP_022529276.2,MROH1,MROH1
XP_007235896.3,CWC15,CWC15
XP_022523125.2,CWC15,CWC15
XP_007231230.3,TLX3B,TLX3B
XP_007247514.3,TLX2,TLX3B
XP_007228079.1,LOC103036459,TLX3B
XP_022532626.2,C1GALT1LA,C1GALT1LA
XP_049318822.1,C1GALT1LA,C1GALT1LA
XP_007254281.3,C1GALT1LB,C1GALT1LA
XP_049342225.1,CACNA1DB,CACNA1DB
XP_049342226.1,CACNA1DB,CACNA1DB
XP_049328980.1,CACNA1C,CACNA1DB
XP_049328995.1,CACNA1C,CACNA1DB
XP_049329002.1,CACNA1C,CACNA1DB
XP_049342230.1,CACNA1DB,CACNA1DB
XP_049329009.1,CACNA1C,CACNA1DB
XP_049342231.1,CACNA1DB,CACNA1DB
XP_022538311.1,CACNA1DA,CACNA1DB
XP_049342218.1,CACNA1DB,CACNA1DB
XP_049342220.1,CACNA1DB,CACNA1DB
XP_049342221.1,CACNA1DB,CACNA1DB
XP_049342227.1,CACNA1DB,CACNA1DB
XP_049342228.1,CACNA1DB,CACNA1DB
XP_049342229.1,CACNA1DB,CACNA1DB
XP_022538308.1,CACNA1DA,CACNA1DB
XP_049342222.1,CACNA1DB,CACNA1DB
XP_049327534.1,CACNA1DA,CACNA1DB
XP_049327535.1,CACNA1DA,CACNA1DB
XP_049327536.1,CACNA1DA,CACNA1DB
XP_049328987.1,CACNA1C,CACNA1DB
XP_049342219.1,CACNA1DB,CACNA1DB
XP_049342223.1,CACNA1DB,CACNA1DB
XP_022538305.1,CACNA1DA,CACNA1DB
XP_049342224.1,CACNA1DB,CACNA1DB
XP_022530611.2,CACNA1HB,CACNA1HB
XP_049326078.1,CACNA1HB,CACNA1HB
XP_049320237.1,CACNA1G,CACNA1HB
XP_049320242.1,CACNA1G,CACNA1HB
XP_049320241.1,CACNA1G,CACNA1HB
XP_049320236.1,CACNA1G,CACNA1HB
XP_049320240.1,CACNA1G,CACNA1HB
XP_049320239.1,CACNA1G,CACNA1HB
XP_049320235.1,CACNA1G,CACNA1HB
XP_007238783.3,CACNB2A,CACNB2A
XP_007238786.3,CACNB2A,CACNB2A
XP_049339153.1,CACNB2A,CACNB2A
XP_007238787.3,CACNB2A,CACNB2A
XP_007238785.3,CACNB2A,CACNB2A
XP_049339154.1,CACNB2A,CACNB2A
XP_007257385.1,LOC103027650,LOC103027650
XP_022541966.1,PDIA6,LOC103027650
XP_007253018.2,NFKBIAA,NFKBIAA
XP_049336961.1,CDH23,CDH23
XP_015458063.1,LOC107197089,LOC107197089
XP_015458062.1,LOC107197089,LOC107197089
XP_049324657.1,LOC103026865,LOC107197089
XP_049324640.1,LOC103026865,LOC107197089
XP_049324641.1,LOC103026865,LOC107197089
XP_049320721.1,PCDH15B,PCDH15B
XP_049320722.1,PCDH15B,PCDH15B
XP_022529863.2,SI:DKEY-22O22.2,SI:DKEY-22O22.2
XP_049326854.1,SI:CH211-186J3.6,SI:DKEY-22O22.2
XP_049334472.1,LOC125801685,LOC125801685
XP_022534849.1,CAHZ,LOC125801685
XP_022529993.1,LOC103021731,LOC125801685
XP_007246352.3,CA6,CA6
XP_049319979.1,CAPN3A,CAPN3A
XP_049319977.1,CAPN3A,CAPN3A
XP_049319978.1,CAPN3A,CAPN3A
XP_022533673.2,CLSTN2A,CLSTN2A
XP_022531991.2,SLC8A4A,SLC8A4A
XP_049326981.1,SLC8A1A,SLC8A4A
XP_049326980.1,SLC8A1A,SLC8A4A
XP_022523857.2,SLC8A1A,SLC8A4A
XP_022523856.2,SLC8A1A,SLC8A4A
XP_049326979.1,SLC8A1A,SLC8A4A
XP_007230046.3,SLC8A1A,SLC8A4A
XP_049319748.1,SLC8A1B,SLC8A4A
XP_007242102.3,SLC8A4B,SLC8A4A
XP_007247633.1,SLC8A3,SLC8A4A
XP_022540745.1,SLC8A3,SLC8A4A
XP_022540746.1,SLC8A3,SLC8A4A
XP_007247635.2,SLC8A3,SLC8A4A
XP_022540748.1,SLC8A3,SLC8A4A
XP_049319747.1,SLC8A1B,SLC8A4A
XP_049322985.1,SLC8A2B,SLC8A4A
XP_049322524.1,SLC8A2A,SLC8A4A
XP_049322520.1,SLC8A2A,SLC8A4A
XP_007231031.1,CALM2B,CALM2B
XP_007244571.1,CALM3B,CALM2B
XP_007253017.1,CALM1B,CALM2B
XP_007255848.1,CALM2A,CALM2B
XP_022520197.1,CALM3A,CALM2B
XP_022517811.2,CALM1A,CALM2B
XP_049331009.1,CAMK1DA,CAMK1DA
XP_022531372.2,CAMK1A,CAMK1DA
XP_022527535.2,CAMK1DA,CAMK1DA
XP_007235231.1,CAMK1DB,CAMK1DA
XP_049327613.1,CAMK1B,CAMK1DA
XP_049327612.1,CAMK1B,CAMK1DA
XP_049327611.1,CAMK1B,CAMK1DA
XP_049324407.1,LOC103033831,LOC103033831
XP_007231120.3,CAMK2D1,LOC103033831
XP_022533905.2,CAMK2D1,LOC103033831
XP_022523236.1,CAMK2B1,LOC103033831
XP_049324406.1,LOC103033831,LOC103033831
XP_049338011.1,CAMK2D1,LOC103033831
XP_049324405.1,LOC103033831,LOC103033831
XP_022523235.1,CAMK2B1,LOC103033831
XP_049326277.1,CAMK2B1,LOC103033831
XP_007231118.3,CAMK2D1,LOC103033831
XP_049328069.1,CAMK2D2,LOC103033831
XP_049338009.1,CAMK2D1,LOC103033831
XP_049324404.1,LOC103033831,LOC103033831
XP_022523234.1,CAMK2B1,LOC103033831
XP_015464112.3,CAMK2D1,LOC103033831
XP_049328068.1,CAMK2D2,LOC103033831
XP_007258806.1,CAMK2G2,LOC103033831
XP_007231115.3,CAMK2D1,LOC103033831
XP_022537336.1,CAMK2D2,LOC103033831
XP_049338010.1,CAMK2D1,LOC103033831
XP_049328067.1,CAMK2D2,LOC103033831
XP_049324400.1,LOC103033831,LOC103033831
XP_049324403.1,LOC103033831,LOC103033831
XP_049324402.1,LOC103033831,LOC103033831
XP_022523241.1,CAMK2B1,LOC103033831
XP_022538016.2,CAMTA1B,CAMTA1B
XP_022532691.2,CAMTA1A,CAMTA1B
XP_049318954.1,CAMTA1A,CAMTA1B
XP_049318956.1,CAMTA1A,CAMTA1B
XP_022533224.1,CAMTA2,CAMTA1B
XP_022532689.2,CAMTA1A,CAMTA1B
XP_049318953.1,CAMTA1A,CAMTA1B
XP_049318951.1,CAMTA1A,CAMTA1B
XP_049318952.1,CAMTA1A,CAMTA1B
XP_007255004.1,PPP3CCB,PPP3CCB
XP_007255002.1,PPP3CCB,PPP3CCB
XP_007255003.1,PPP3CCB,PPP3CCB
XP_022533946.1,LOC103021658,LOC103021658
XP_022533945.1,LOC103021658,LOC103021658
XP_022533944.1,LOC103021658,LOC103021658
XP_022531820.1,PPP3CA,LOC103021658
XP_022527732.1,PPP3CB,LOC103021658
XP_022533943.1,LOC103021658,LOC103021658
XP_022527730.1,PPP3CB,LOC103021658
XP_049330843.1,PPP3CB,LOC103021658
XP_022522560.1,PPP3CCA,LOC103021658
XP_022531819.1,PPP3CA,LOC103021658
XP_022527731.1,PPP3CB,LOC103021658
XP_022522558.1,PPP3CCA,LOC103021658
XP_022522559.1,PPP3CCA,LOC103021658
XP_049341599.1,SORBS3,SORBS3
XP_049341600.1,SORBS3,SORBS3
XP_049341601.1,SORBS3,SORBS3
XP_007245760.2,CAP1,CAP1
XP_007245812.1,CAP2,CAP1
XP_022539047.1,CAP2,CAP1
XP_022536310.2,CASKA,CASKA
XP_022536308.2,CASKA,CASKA
XP_049335910.1,CASKB,CASKA
XP_049341112.1,CASKA,CASKA
XP_049335907.1,CASKB,CASKA
XP_049341114.1,CASKA,CASKA
XP_049335906.1,CASKB,CASKA
XP_049341116.1,CASKA,CASKA
XP_022536304.2,CASKA,CASKA
XP_049335903.1,CASKB,CASKA
XP_022536311.2,CASKA,CASKA
XP_049335901.1,CASKB,CASKA
XP_049335902.1,CASKB,CASKA
XP_049341110.1,CASKA,CASKA
XP_049341109.1,CASKA,CASKA
XP_049335904.1,CASKB,CASKA
XP_049335900.1,CASKB,CASKA
XP_049335896.1,CASKB,CASKA
XP_049341113.1,CASKA,CASKA
XP_049335897.1,CASKB,CASKA
XP_049335899.1,CASKB,CASKA
XP_049335909.1,CASKB,CASKA
XP_049335894.1,CASKB,CASKA
XP_049335908.1,CASKB,CASKA
XP_049335895.1,CASKB,CASKA
XP_007256291.1,CALB2A,CALB2A
XP_007256889.3,LOC103030695,CALB2A
XP_022525201.2,LOC103034108,CALB2A
XP_022529859.1,CALB1,CALB2A
XP_007228090.2,LOC103040430,LOC103040430
XP_007228004.2,LOC103038142,LOC103038142
XP_022530522.2,CCKBRA,LOC103038142
XP_007233529.1,CCN2A,CCN2A
XP_007258906.4,CCN4A,CCN2A
XP_007237498.3,TCP1,TCP1
XP_015461054.3,CCT2,CCT2
XP_007254826.2,CCT5,CCT5
XP_049320915.1,LOC103023313,LOC103023313
XP_015456977.3,LOC103021762,LOC103023313
XP_007250068.1,CDC42L2,CDC42L2
XP_007251476.1,CDC42,CDC42L2
XP_007251477.1,CDC42,CDC42L2
XP_007256937.2,CDC42L,CDC42L2
XP_007230603.1,LOC103039613,CDC42L2
XP_022522531.1,LOC103039613,CDC42L2
XP_007240198.3,CDC6,CDC6
XP_022531165.2,FARP2,FARP2
XP_022531162.2,FARP2,FARP2
XP_022531164.2,FARP2,FARP2
XP_022531167.2,FARP2,FARP2
XP_022531166.2,FARP2,FARP2
XP_007259858.2,CDK6,CDK6
XP_007248446.1,CDK4,CDK6
XP_022532756.2,ACAP3A,ACAP3A
XP_049321413.1,LOC103039533,ACAP3A
XP_022538467.1,ACAP3B,ACAP3A
XP_022525552.2,LOC103039533,ACAP3A
XP_049338557.1,ACAP2A,ACAP3A
XP_049321414.1,LOC103039533,ACAP3A
XP_007258534.1,AGAP1,AGAP1
XP_022529683.1,AGAP3,AGAP1
XP_022529681.1,AGAP3,AGAP1
XP_022529680.1,AGAP3,AGAP1
XP_022531054.1,AGAP1,AGAP1
XP_022519379.2,CERK,CERK
XP_049329601.1,CERK,CERK
