,Ast,a,a2,Mus,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
9161,Astyanax_mexicanus,XP_007237712.1,AAR2,Mus_musculus,NP_001158290.1,AAR2,2.64e-133,475.0,1.62e-133,475.0
20173,Astyanax_mexicanus,XP_007249234.2,AARS1,Mus_musculus,NP_666329.2,AARS1,0.0,1615.0,0.0,1615.0
101047,Astyanax_mexicanus,XP_049327306.1,AARS2,Mus_musculus,NP_941010.2,AARS2,0.0,1063.0,0.0,1063.0
48319,Astyanax_mexicanus,XP_022525071.2,AARSD1,Mus_musculus,NP_659078.1,AARSD1,9.51e-154,543.0,5.91e-154,543.0
40776,Astyanax_mexicanus,XP_022520277.2,AASDH,Mus_musculus,NP_001363933.1,AASDH,7.199999999999999e-176,618.0,4.17e-176,618.0
19469,Astyanax_mexicanus,XP_007248647.3,AASDHPPT,Mus_musculus,NP_080552.3,AASDHPPT,8.57e-93,340.0,5.6899999999999995e-93,340.0
16536,Astyanax_mexicanus,XP_007246636.3,AASS,Mus_musculus,NP_038958.2,AASS,0.0,1253.0,0.0,1253.0
14680,Astyanax_mexicanus,XP_007245269.3,AATF,Mus_musculus,XP_006533852.1,AATF,3.04e-132,472.0,1.67e-132,472.0
55905,Astyanax_mexicanus,XP_022529151.2,AATKA,Mus_musculus,NP_001185714.1,AATK,5.37e-251,868.0,2.88e-251,868.0
19669,Astyanax_mexicanus,XP_007248809.3,AATKB,Mus_musculus,XP_006532054.1,AATK,2.4200000000000002e-247,856.0,1.1900000000000002e-247,856.0
59717,Astyanax_mexicanus,XP_022531589.2,ABAT,Mus_musculus,NP_766549.2,ABAT,3.59e-214,744.0,2.23e-214,744.0
44867,Astyanax_mexicanus,XP_022522959.2,ABCA1A,Mus_musculus,NP_038482.3,ABCA1,0.0,3355.0,0.0,3355.0
52879,Astyanax_mexicanus,XP_022527820.2,ABCA1B,Mus_musculus,NP_038482.3,ABCA1,0.0,3345.0,0.0,3345.0
97556,Astyanax_mexicanus,XP_049326267.1,ABCA2,Mus_musculus,NP_031405.2,ABCA2,0.0,3681.0,0.0,3681.0
41631,Astyanax_mexicanus,XP_022520829.2,ABCA3B,Mus_musculus,NP_001034670.1,ABCA3,0.0,1969.0,0.0,1969.0
44041,Astyanax_mexicanus,XP_022522357.2,ABCA4A,Mus_musculus,NP_031404.1,ABCA4,0.0,2903.0,0.0,2903.0
115467,Astyanax_mexicanus,XP_049332683.1,ABCA4B,Mus_musculus,NP_031404.1,ABCA4,0.0,2989.0,0.0,2989.0
21466,Astyanax_mexicanus,XP_007250196.3,ABCA5,Mus_musculus,NP_671752.2,ABCA5,0.0,1642.0,0.0,1642.0
74553,Astyanax_mexicanus,XP_022540372.2,ABCB10,Mus_musculus,NP_062425.1,ABCB10,5.29e-239,827.0,3.3e-239,827.0
48982,Astyanax_mexicanus,XP_022525386.2,ABCB11B,Mus_musculus,NP_001350421.1,ABCB11,0.0,1739.0,0.0,1739.0
81962,Astyanax_mexicanus,XP_049320497.1,ABCB4,Mus_musculus,NP_035206.2,ABCB1A,0.0,1589.0,0.0,1589.0
5607,Astyanax_mexicanus,XP_007233771.2,ABCB6A,Mus_musculus,NP_076221.1,ABCB6,5.7799999999999996e-279,960.0,3.57e-279,960.0
73203,Astyanax_mexicanus,XP_022539439.2,ABCB7,Mus_musculus,NP_033722.1,ABCB7,0.0,1097.0,0.0,1097.0
10343,Astyanax_mexicanus,XP_007239333.2,ABCB8,Mus_musculus,NP_083296.2,ABCB8,3.79e-222,771.0,2.38e-222,771.0
97698,Astyanax_mexicanus,XP_049326312.1,ABCB9,Mus_musculus,NP_063928.2,ABCB9,2.42e-235,815.0,1.44e-235,815.0
7182,Astyanax_mexicanus,XP_007235405.2,ABCC1,Mus_musculus,NP_001412107.1,ABCC1,0.0,2125.0,0.0,2125.0
10930,Astyanax_mexicanus,XP_007240201.3,ABCC10,Mus_musculus,NP_733780.1,ABCC10,0.0,1387.0,0.0,1387.0
14055,Astyanax_mexicanus,XP_007244903.3,ABCC12,Mus_musculus,NP_766500.3,ABCC12,0.0,1321.0,0.0,1321.0
29655,Astyanax_mexicanus,XP_007257299.3,ABCC3,Mus_musculus,NP_001350116.1,ABCC3,0.0,1857.0,0.0,1857.0
58582,Astyanax_mexicanus,XP_022531083.2,ABCC4,Mus_musculus,NP_001028508.2,ABCC4,0.0,1769.0,0.0,1769.0
43224,Astyanax_mexicanus,XP_022521697.2,ABCC5,Mus_musculus,NP_038818.2,ABCC5,0.0,2013.0,0.0,2013.0
52913,Astyanax_mexicanus,XP_022527845.2,ABCC8,Mus_musculus,NP_001344467.1,ABCC8,0.0,2304.0,0.0,2304.0
1970,Astyanax_mexicanus,XP_007229788.3,ABCC9,Mus_musculus,NP_066378.1,ABCC9,0.0,2367.0,0.0,2367.0
15604,Astyanax_mexicanus,XP_007245883.3,ABCD1,Mus_musculus,NP_031461.1,ABCD1,5.979999999999999e-292,1003.0,3.5399999999999996e-292,1003.0
21673,Astyanax_mexicanus,XP_007250447.3,ABCD3A,Mus_musculus,NP_033017.2,ABCD3,0.0,1078.0,0.0,1078.0
122816,Astyanax_mexicanus,XP_049336790.1,ABCD4,Mus_musculus,XP_006515676.1,ABCD4,1.14e-236,819.0,7.11e-237,819.0
62306,Astyanax_mexicanus,XP_022533019.1,ABCE1,Mus_musculus,NP_056566.2,ABCE1,0.0,1106.0,0.0,1106.0
72307,Astyanax_mexicanus,XP_022538874.2,ABCF1,Mus_musculus,NP_038882.1,ABCF1,2.2499999999999998e-287,988.0,1.32e-287,988.0
11821,Astyanax_mexicanus,XP_007241243.3,ABCF2A,Mus_musculus,NP_001177372.1,ABCF2,0.0,1045.0,0.0,1045.0
2616,Astyanax_mexicanus,XP_007230382.1,ABCF2B,Mus_musculus,NP_001346134.1,ABCF2,0.0,1046.0,0.0,1046.0
26748,Astyanax_mexicanus,XP_007254665.1,ABCF3,Mus_musculus,NP_038880.1,ABCF3,0.0,1061.0,0.0,1061.0
58593,Astyanax_mexicanus,XP_022531095.1,ABCG1,Mus_musculus,NP_033723.1,ABCG1,0.0,1131.0,0.0,1131.0
40670,Astyanax_mexicanus,XP_022520165.1,ABCG2A,Mus_musculus,NP_001342406.1,ABCG2,3.76e-213,741.0,2.34e-213,741.0
6091,Astyanax_mexicanus,XP_007234374.2,ABCG2D,Mus_musculus,NP_001342406.1,ABCG2,1.51e-212,739.0,9.380000000000001e-213,739.0
33642,Astyanax_mexicanus,XP_007260569.2,ABCG4A,Mus_musculus,NP_620405.3,ABCG4,1.64e-287,988.0,1.02e-287,988.0
28181,Astyanax_mexicanus,XP_007255828.2,ABCG5,Mus_musculus,NP_114090.1,ABCG5,1.18e-214,746.0,7.270000000000001e-215,746.0
28179,Astyanax_mexicanus,XP_007255827.2,ABCG8,Mus_musculus,NP_001334347.1,ABCG8,4.12e-235,814.0,2.5400000000000003e-235,814.0
85486,Astyanax_mexicanus,XP_049321541.1,ABHD10A,Mus_musculus,NP_766099.3,ABHD10,1.33e-94,346.0,8.549999999999999e-95,346.0
19934,Astyanax_mexicanus,XP_007249042.2,ABHD10B,Mus_musculus,NP_766099.3,ABHD10,3.36e-95,348.0,2.14e-95,348.0
26184,Astyanax_mexicanus,XP_007254244.2,ABHD11,Mus_musculus,NP_660250.1,ABHD11,5.14e-81,301.0,3.11e-81,301.0
13832,Astyanax_mexicanus,XP_007244700.3,ABHD12,Mus_musculus,NP_077785.2,ABHD12,2.77e-152,538.0,1.83e-152,538.0
312,Astyanax_mexicanus,XP_007228003.1,ABHD13,Mus_musculus,NP_001074588.1,ABHD13,7.42e-160,563.0,4.6100000000000005e-160,563.0
6226,Astyanax_mexicanus,XP_007234506.1,ABHD14A,Mus_musculus,NP_001103741.2,ABHD14A,1.6300000000000002e-58,226.0,9.260000000000001e-59,226.0
9170,Astyanax_mexicanus,XP_007237752.1,ABHD14B,Mus_musculus,NP_083907.3,ABHD14B,1.01e-63,243.0,6.13e-64,243.0
15666,Astyanax_mexicanus,XP_007245989.3,ABHD15A,Mus_musculus,NP_080461.3,ABHD15,2.52e-110,399.0,1.47e-110,399.0
57334,Astyanax_mexicanus,XP_022530045.1,ABHD16A,Mus_musculus,NP_848707.1,ABHD16A,2.77e-228,791.0,1.77e-228,791.0
51107,Astyanax_mexicanus,XP_022526578.2,ABHD17AB,Mus_musculus,NP_663396.1,ABHD17A,3.1e-150,531.0,1.82e-150,531.0
10595,Astyanax_mexicanus,XP_007239719.1,ABHD17B,Mus_musculus,NP_666208.2,ABHD17B,1.24e-162,572.0,7.690000000000001e-163,572.0
85567,Astyanax_mexicanus,XP_049321618.1,ABHD17C,Mus_musculus,NP_598483.2,ABHD17C,2.12e-155,548.0,1.43e-155,548.0
15340,Astyanax_mexicanus,XP_007245666.3,ABHD18,Mus_musculus,NP_080898.2,ABHD18,1.0400000000000001e-184,646.0,6.56e-185,646.0
33317,Astyanax_mexicanus,XP_007260290.3,ABHD2A,Mus_musculus,NP_061281.3,ABHD2,1.09e-200,699.0,6.67e-201,699.0
130547,Astyanax_mexicanus,XP_049340159.1,ABHD2B,Mus_musculus,NP_061281.3,ABHD2,2.2800000000000002e-194,678.0,1.4e-194,678.0
76141,Astyanax_mexicanus,XP_022541922.2,ABHD3,Mus_musculus,NP_598891.1,ABHD3,3.99e-162,571.0,2.19e-162,571.0
64519,Astyanax_mexicanus,XP_022534621.2,ABHD4,Mus_musculus,NP_598837.3,ABHD4,6.88e-119,427.0,4.07e-119,427.0
21718,Astyanax_mexicanus,XP_007250483.3,ABHD5A,Mus_musculus,NP_080455.1,ABHD5,3.68e-135,481.0,2.32e-135,481.0
102777,Astyanax_mexicanus,XP_049327696.1,ABHD6A,Mus_musculus,NP_001317993.1,ABHD6,1.08e-142,506.0,6.62e-143,506.0
7377,Astyanax_mexicanus,XP_007235622.2,ABHD8A,Mus_musculus,NP_071864.2,ABHD8,1.2800000000000001e-160,566.0,7.5e-161,566.0
11154,Astyanax_mexicanus,XP_007240299.2,ABHD8B,Mus_musculus,NP_071864.2,ABHD8,1.57e-161,569.0,9.38e-162,569.0
39374,Astyanax_mexicanus,XP_022518437.2,ABI1A,Mus_musculus,NP_001317972.1,ABI1,1.56e-201,702.0,9.42e-202,702.0
63121,Astyanax_mexicanus,XP_022533516.1,ABI1B,Mus_musculus,NP_001317972.1,ABI1,5.36e-191,667.0,3.24e-191,667.0
66831,Astyanax_mexicanus,XP_022535988.1,ABI2A,Mus_musculus,XP_036021676.1,ABI2,4.969999999999999e-197,687.0,3.0899999999999996e-197,687.0
19732,Astyanax_mexicanus,XP_007248925.2,ABI2B,Mus_musculus,XP_036021676.1,ABI2,4.21e-193,674.0,2.53e-193,674.0
100995,Astyanax_mexicanus,XP_049327225.1,ABI3BPB,Mus_musculus,NP_001014421.2,ABI3BP,2.22e-169,596.0,1.45e-169,596.0
72418,Astyanax_mexicanus,XP_022538937.1,ABITRAM,Mus_musculus,NP_001074889.1,ABITRAM,5.079999999999999e-68,257.0,3.4399999999999996e-68,257.0
25911,Astyanax_mexicanus,XP_007254055.2,ABL1,Mus_musculus,NP_001106174.1,ABL1,0.0,1366.0,0.0,1366.0
51303,Astyanax_mexicanus,XP_022526757.2,ABL2,Mus_musculus,XP_006496678.1,ABL2,0.0,1420.0,0.0,1420.0
124411,Astyanax_mexicanus,XP_049337230.1,ABLIM1A,Mus_musculus,XP_006527104.1,ABLIM1,0.0,1025.0,0.0,1025.0
82337,Astyanax_mexicanus,XP_049320556.1,ABLIM1B,Mus_musculus,XP_006527096.1,ABLIM1,6.15e-286,983.0,3.82e-286,983.0
82210,Astyanax_mexicanus,XP_049320538.1,ABLIM2,Mus_musculus,XP_006503975.1,ABLIM2,2.02e-216,752.0,1.18e-216,752.0
129987,Astyanax_mexicanus,XP_049339846.1,ABLIM3,Mus_musculus,NP_001157963.1,ABLIM3,0.0,1030.0,0.0,1030.0
67066,Astyanax_mexicanus,XP_022536050.1,ABR,Mus_musculus,NP_932135.1,ABR,0.0,1383.0,0.0,1383.0
15525,Astyanax_mexicanus,XP_007245821.2,ABRAB,Mus_musculus,NP_780665.1,ABRA,2.4300000000000002e-80,299.0,1.5200000000000001e-80,299.0
15017,Astyanax_mexicanus,XP_007245508.1,ABRACL,Mus_musculus,NP_001346488.1,ABRACL,3.45e-31,134.0,1.5400000000000002e-31,134.0
43965,Astyanax_mexicanus,XP_022522232.2,ABRAXAS1,Mus_musculus,NP_765993.1,ABRAXAS1,9.12e-64,244.0,5.94e-64,244.0
78531,Astyanax_mexicanus,XP_049319407.1,ABRAXAS2,Mus_musculus,NP_932134.3,ABRAXAS2,4.17e-116,418.0,2.59e-116,418.0
49909,Astyanax_mexicanus,XP_022525906.2,ABT1,Mus_musculus,NP_038952.1,ABT1,1.94e-52,206.0,1.08e-52,206.0
51138,Astyanax_mexicanus,XP_022526594.1,ABTB1,Mus_musculus,NP_084527.2,ABTB1,7.88e-196,683.0,4.9199999999999995e-196,683.0
52902,Astyanax_mexicanus,XP_022527835.2,ABTB2B,Mus_musculus,NP_849221.2,ABTB2,0.0,1327.0,0.0,1327.0
25468,Astyanax_mexicanus,XP_007253620.2,ACAA1,Mus_musculus,NP_001408349.1,ACAA1A,3.28e-174,611.0,2.06e-174,611.0
50556,Astyanax_mexicanus,XP_022526269.2,ACAA2,Mus_musculus,NP_803421.1,ACAA2,6.06e-177,620.0,3.77e-177,620.0
111615,Astyanax_mexicanus,XP_049331266.1,ACACA,Mus_musculus,NP_579938.2,ACACA,0.0,4095.0,0.0,4095.0
97287,Astyanax_mexicanus,XP_049326198.1,ACACB,Mus_musculus,NP_598665.2,ACACB,0.0,3498.0,0.0,3498.0
78575,Astyanax_mexicanus,XP_049319462.1,ACAD11,Mus_musculus,NP_780533.2,ACAD11,6.4e-283,973.0,4.03e-283,973.0
57934,Astyanax_mexicanus,XP_022530472.2,ACAD8,Mus_musculus,NP_080138.2,ACAD8,1.8599999999999999e-187,655.0,1.1399999999999999e-187,655.0
71332,Astyanax_mexicanus,XP_022538177.1,ACAD9,Mus_musculus,NP_766266.3,ACAD9,5.42e-249,860.0,3.36e-249,860.0
76458,Astyanax_mexicanus,XP_022542719.2,ACADL,Mus_musculus,NP_031407.2,ACADL,6.42e-183,640.0,3.89e-183,640.0
14658,Astyanax_mexicanus,XP_007245171.1,ACADM,Mus_musculus,NP_031408.1,ACADM,4.3699999999999997e-197,687.0,2.7099999999999997e-197,687.0
40814,Astyanax_mexicanus,XP_022520311.1,ACADS,Mus_musculus,NP_031409.2,ACADS,2.08e-169,595.0,1.31e-169,595.0
43547,Astyanax_mexicanus,XP_022521804.2,ACADSB,Mus_musculus,NP_080102.1,ACADSB,1.81e-165,582.0,1.13e-165,582.0
12245,Astyanax_mexicanus,XP_007242066.2,ACADVL,Mus_musculus,NP_059062.1,ACADVL,8.9e-251,866.0,5.5e-251,866.0
41907,Astyanax_mexicanus,XP_022520939.2,ACANA,Mus_musculus,NP_001348429.1,ACAN,1.57e-227,790.0,1.38e-227,790.0
63915,Astyanax_mexicanus,XP_022534188.1,ACAP1,Mus_musculus,NP_722483.2,ACAP1,3.32e-218,758.0,2.01e-218,758.0
61816,Astyanax_mexicanus,XP_022532756.2,ACAP3A,Mus_musculus,NP_997106.1,ACAP3,0.0,1204.0,0.0,1204.0
71730,Astyanax_mexicanus,XP_022538467.1,ACAP3B,Mus_musculus,NP_997106.1,ACAP3,0.0,1204.0,0.0,1204.0
13904,Astyanax_mexicanus,XP_007244797.3,ACAT1,Mus_musculus,NP_659033.1,ACAT1,1.5599999999999999e-180,632.0,9.82e-181,632.0
33936,Astyanax_mexicanus,XP_007260922.2,ACAT2,Mus_musculus,NP_001397206.1,ACAT3,8.290000000000001e-166,583.0,5.1800000000000004e-166,583.0
33931,Astyanax_mexicanus,XP_007260908.3,ACBD3,Mus_musculus,NP_573488.2,ACBD3,1.28e-147,523.0,7.89e-148,523.0
121654,Astyanax_mexicanus,XP_049336208.1,ACBD5A,Mus_musculus,NP_001342567.1,ACBD5,6.2e-92,338.0,3.83e-92,338.0
51075,Astyanax_mexicanus,XP_022526554.1,ACBD6,Mus_musculus,NP_082526.2,ACBD6,4.0200000000000003e-56,218.0,2.76e-56,218.0
82229,Astyanax_mexicanus,XP_049320539.1,ACBD7,Mus_musculus,NP_084339.1,ACBD7,8.800000000000001e-27,119.0,5.4600000000000006e-27,119.0
48308,Astyanax_mexicanus,XP_022525062.2,ACE,Mus_musculus,NP_997507.1,ACE,0.0,1766.0,0.0,1766.0
46333,Astyanax_mexicanus,XP_022523929.2,ACE2,Mus_musculus,NP_001123985.1,ACE2,6.39e-289,993.0,3.97e-289,993.0
15562,Astyanax_mexicanus,XP_007245854.3,ACER1,Mus_musculus,NP_783858.1,ACER1,6.11e-76,284.0,3.62e-76,284.0
27381,Astyanax_mexicanus,XP_007255252.1,ACER2,Mus_musculus,NP_647467.1,ACER2,4.67e-134,477.0,2.91e-134,477.0
13905,Astyanax_mexicanus,XP_007244802.1,ACER3,Mus_musculus,NP_079684.2,ACER3,2.68e-113,408.0,1.67e-113,408.0
63789,Astyanax_mexicanus,XP_022534078.2,ACHE,Mus_musculus,NP_001276939.1,ACHE,1.0500000000000001e-223,776.0,6.38e-224,776.0
21540,Astyanax_mexicanus,XP_007250278.3,ACIN1B,Mus_musculus,XP_006519359.1,ACIN1,4.57e-105,383.0,2.8e-105,383.0
31025,Astyanax_mexicanus,XP_007258536.3,ACKR3B,Mus_musculus,NP_001258536.1,ACKR3,8.98e-117,420.0,5.52e-117,420.0
4559,Astyanax_mexicanus,XP_007232575.3,ACKR4A,Mus_musculus,NP_663746.2,ACKR4,1.1900000000000001e-80,300.0,7.09e-81,300.0
31668,Astyanax_mexicanus,XP_007259042.2,ACKR4B,Mus_musculus,NP_663746.2,ACKR4,4.08e-76,285.0,2.32e-76,285.0
28599,Astyanax_mexicanus,XP_007256318.3,ACLYA,Mus_musculus,NP_598798.1,ACLY,0.0,1951.0,0.0,1951.0
4429,Astyanax_mexicanus,XP_007232480.3,ACMSD,Mus_musculus,NP_001028213.1,ACMSD,5.64e-165,580.0,3.4999999999999997e-165,580.0
27379,Astyanax_mexicanus,XP_007255249.3,ACO1,Mus_musculus,NP_001406881.1,ACO1,0.0,1514.0,0.0,1514.0
22581,Astyanax_mexicanus,XP_007251336.1,ACO2,Mus_musculus,NP_542364.1,ACO2,0.0,1334.0,0.0,1334.0
23349,Astyanax_mexicanus,XP_007251811.3,ACOD1,Mus_musculus,NP_032418.1,ACOD1,6.8800000000000005e-155,547.0,4.3700000000000005e-155,547.0
64031,Astyanax_mexicanus,XP_022534331.2,ACOT11A,Mus_musculus,XP_011238858.1,ACOT11,1.1799999999999999e-199,696.0,7.27e-200,696.0
10509,Astyanax_mexicanus,XP_007239659.3,ACOT11B,Mus_musculus,XP_011238858.1,ACOT11,9.439999999999999e-199,693.0,5.81e-199,693.0
72376,Astyanax_mexicanus,XP_022538914.1,ACOT13,Mus_musculus,NP_080066.1,ACOT13,2.92e-51,201.0,1.8e-51,201.0
129785,Astyanax_mexicanus,XP_049339738.1,ACOT20,Mus_musculus,NP_001333630.1,ACOT3,6.44e-118,424.0,4.01e-118,424.0
18501,Astyanax_mexicanus,XP_007248002.3,ACOT7,Mus_musculus,NP_579926.2,ACOT7,2.19e-142,505.0,1.49e-142,505.0
22758,Astyanax_mexicanus,XP_007251445.1,ACOT8,Mus_musculus,NP_573503.2,ACOT8,1.83e-126,452.0,1.14e-126,452.0
59212,Astyanax_mexicanus,XP_022531316.1,ACOX1,Mus_musculus,NP_056544.2,ACOX1,1.47e-274,945.0,9.17e-275,945.0
18653,Astyanax_mexicanus,XP_007248073.3,ACOX3,Mus_musculus,NP_001343947.1,ACOX3,1.11e-260,899.0,6.84e-261,899.0
75124,Astyanax_mexicanus,XP_022540731.2,ACOXL,Mus_musculus,XP_006500336.1,ACOXL,8.15e-232,803.0,5.07e-232,803.0
10780,Astyanax_mexicanus,XP_007240018.2,ACP1,Mus_musculus,NP_067305.2,ACP1,5.530000000000001e-72,270.0,3.4400000000000004e-72,270.0
14321,Astyanax_mexicanus,XP_007244987.3,ACP2,Mus_musculus,NP_031413.1,ACP2,1.45e-130,466.0,9.16e-131,466.0
29561,Astyanax_mexicanus,XP_007257220.1,ACP5A,Mus_musculus,NP_001095874.1,ACP5,1.76e-107,389.0,1.07e-107,389.0
42497,Astyanax_mexicanus,XP_022521377.1,ACP6,Mus_musculus,NP_062774.2,ACP6,5.02e-95,348.0,3.01e-95,348.0
30494,Astyanax_mexicanus,XP_007257991.1,ACP7,Mus_musculus,NP_780528.2,ACP7,1.66e-149,529.0,1.03e-149,529.0
36294,Astyanax_mexicanus,XP_015460610.3,ACSBG1,Mus_musculus,NP_444408.1,ACSBG1,1.99e-244,845.0,1.27e-244,845.0
49962,Astyanax_mexicanus,XP_022525932.2,ACSBG2,Mus_musculus,NP_001034203.1,ACSBG2,5.47e-211,734.0,3.05e-211,734.0
32138,Astyanax_mexicanus,XP_007259399.2,ACSF2,Mus_musculus,NP_722502.1,ACSF2,4.0100000000000004e-195,681.0,2.5300000000000002e-195,681.0
41726,Astyanax_mexicanus,XP_022520876.2,ACSF3,Mus_musculus,NP_659181.2,ACSF3,7.58e-195,680.0,4.8000000000000006e-195,680.0
34316,Astyanax_mexicanus,XP_015456654.3,ACSL1A,Mus_musculus,NP_001289092.1,ACSL1,0.0,1035.0,0.0,1035.0
64698,Astyanax_mexicanus,XP_022534716.2,ACSL3B,Mus_musculus,NP_001028778.2,ACSL3,0.0,1070.0,0.0,1070.0
17572,Astyanax_mexicanus,XP_007247481.3,ACSL4A,Mus_musculus,NP_997508.1,ACSL4,0.0,1107.0,0.0,1107.0
38482,Astyanax_mexicanus,XP_015463825.3,ACSL5,Mus_musculus,NP_082252.1,ACSL5,2.2699999999999997e-282,971.0,1.41e-282,971.0
88645,Astyanax_mexicanus,XP_049322722.1,ACSL6,Mus_musculus,NP_659072.3,ACSL6,0.0,1123.0,0.0,1123.0
55295,Astyanax_mexicanus,XP_022528867.2,ACSM3,Mus_musculus,NP_058566.3,ACSM3,9.34e-230,796.0,5.739999999999999e-230,796.0
79149,Astyanax_mexicanus,XP_049319749.1,ACSS1,Mus_musculus,NP_542142.1,ACSS1,2.1799999999999998e-288,991.0,1.3399999999999998e-288,991.0
40084,Astyanax_mexicanus,XP_022519238.2,ACSS2,Mus_musculus,NP_062785.2,ACSS2,0.0,1089.0,0.0,1089.0
107907,Astyanax_mexicanus,XP_049329866.1,ACSS3,Mus_musculus,NP_001136276.1,ACSS3,4.0000000000000004e-272,937.0,2.4200000000000002e-272,937.0
10172,Astyanax_mexicanus,XP_007238991.1,ACTA1A,Mus_musculus,NP_033738.1,ACTC1,2.58e-220,764.0,1.5999999999999998e-220,764.0
19419,Astyanax_mexicanus,XP_007248613.1,ACTA1B,Mus_musculus,NP_033738.1,ACTC1,5.16e-220,763.0,3.2099999999999997e-220,763.0
40976,Astyanax_mexicanus,XP_022520514.1,ACTA2,Mus_musculus,NP_031418.1,ACTA2,5.16e-220,763.0,3.2099999999999997e-220,763.0
33342,Astyanax_mexicanus,XP_007260329.1,ACTB1,Mus_musculus,NP_033739.1,ACTG1,1.31e-217,755.0,8.17e-218,755.0
18338,Astyanax_mexicanus,XP_007247883.1,ACTB2,Mus_musculus,NP_031419.1,ACTB,6.57e-218,756.0,4.08e-218,756.0
7086,Astyanax_mexicanus,XP_007235317.1,ACTC1A,Mus_musculus,NP_033738.1,ACTC1,1.03e-219,762.0,6.41e-220,762.0
38393,Astyanax_mexicanus,XP_015463524.1,ACTC1B,Mus_musculus,NP_033738.1,ACTC1,5.16e-220,763.0,3.2099999999999997e-220,763.0
24755,Astyanax_mexicanus,XP_007252999.1,ACTC2,Mus_musculus,NP_033738.1,ACTC1,2.58e-220,764.0,1.5999999999999998e-220,764.0
73278,Astyanax_mexicanus,XP_022539577.1,ACTE1,Mus_musculus,NP_033738.1,ACTC1,5.29e-217,753.0,3.2800000000000002e-217,753.0
75518,Astyanax_mexicanus,XP_022541041.1,ACTL6A,Mus_musculus,NP_062647.2,ACTL6A,1.67e-233,808.0,1.04e-233,808.0
138178,Astyanax_mexicanus,XP_049342476.1,ACTL6B,Mus_musculus,NP_113581.1,ACTL6B,9.34e-219,759.0,5.8e-219,759.0
17802,Astyanax_mexicanus,XP_007247637.3,ACTN1,Mus_musculus,NP_001366004.1,ACTN1,0.0,1649.0,0.0,1649.0
13807,Astyanax_mexicanus,XP_007244658.2,ACTN2B,Mus_musculus,NP_150371.4,ACTN2,0.0,1526.0,0.0,1526.0
87011,Astyanax_mexicanus,XP_049322151.1,ACTN3A,Mus_musculus,NP_038484.1,ACTN3,0.0,1486.0,0.0,1486.0
127713,Astyanax_mexicanus,XP_049339057.1,ACTN3B,Mus_musculus,NP_038484.1,ACTN3,0.0,1521.0,0.0,1521.0
46454,Astyanax_mexicanus,XP_022524069.1,ACTN4,Mus_musculus,NP_068695.1,ACTN4,0.0,1577.0,0.0,1577.0
127245,Astyanax_mexicanus,XP_049338889.1,ACTR10,Mus_musculus,NP_062759.2,ACTR10,1.1e-194,679.0,6.860000000000001e-195,679.0
27206,Astyanax_mexicanus,XP_007255061.1,ACTR1B,Mus_musculus,NP_666219.1,ACTR1B,2.27e-207,721.0,1.4099999999999999e-207,721.0
57652,Astyanax_mexicanus,XP_022530288.1,ACTR2A,Mus_musculus,NP_666355.1,ACTR2,5.15e-226,783.0,3.2000000000000002e-226,783.0
